Search Term,animal welfare
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2020-01-25,77
2020-02-01,78
2020-02-08,77
2020-02-15,74
2020-02-22,80
2020-02-29,76
2020-03-07,67
2020-03-14,57
2020-03-21,62
2020-03-28,60
2020-04-04,59
2020-04-11,59
2020-04-18,57
2020-04-25,58
2020-05-02,62
2020-05-09,62
2020-05-16,68
2020-05-23,62
2020-05-30,64
2020-06-06,64
2020-06-13,68
2020-06-20,64
2020-06-27,68
2020-07-04,63
2020-07-11,70
2020-07-18,67
2020-07-25,69
2020-08-01,74
2020-08-08,65
2020-08-15,66
2020-08-22,73
2020-08-29,80
2020-09-05,75
2020-09-12,90
2020-09-19,85
2020-09-26,89
2020-10-03,73
2020-10-10,73
2020-10-17,69
2020-10-24,69
2020-10-31,67
2020-11-07,69
2020-11-14,66
2020-11-21,60
2020-11-28,68
2020-12-05,69
2020-12-12,65
2020-12-19,52
2020-12-26,55
2021-01-02,62
2021-01-09,66
2021-01-16,62
2021-01-23,74
2021-01-30,77
2021-02-06,69
2021-02-13,58
2021-02-20,62
2021-02-27,69
2021-03-06,70
2021-03-13,54
2021-03-20,66
2021-03-27,63
2021-04-03,65
2021-04-10,69
2021-04-17,68
2021-04-24,73
2021-05-01,75
2021-05-08,76
2021-05-15,69
2021-05-22,68
2021-05-29,67
2021-06-05,76
2021-06-12,74
2021-06-19,73
2021-06-26,80
2021-07-03,76
2021-07-10,76
2021-07-17,69
2021-07-24,78
2021-07-31,76
2021-08-07,72
2021-08-14,81
2021-08-21,77
2021-08-28,77
2021-09-04,80
2021-09-11,84
2021-09-18,66
2021-09-25,69
2021-10-02,64
2021-10-09,78
2021-10-16,76
2021-10-23,77
2021-10-30,69
2021-11-06,76
2021-11-13,80
2021-11-20,60
2021-11-27,80
2021-12-04,69
2021-12-11,75
2021-12-18,54
2021-12-25,60
2022-01-01,73
2022-01-08,72
2022-01-15,84
2022-01-22,80
2022-01-29,80
2022-02-05,81
2022-02-12,88
2022-02-19,83
2022-02-26,84
2022-03-05,85
2022-03-12,68
2022-03-19,74
2022-03-26,87
2022-04-02,88
2022-04-09,84
2022-04-16,89
2022-04-23,87
2022-04-30,79
2022-05-07,73
2022-05-14,70
2022-05-21,68
2022-05-28,77
2022-06-04,76
2022-06-11,63
2022-06-18,66
2022-06-25,66
2022-07-02,62
2022-07-09,69
2022-07-16,76
2022-07-23,66
2022-07-30,67
2022-08-06,66
2022-08-13,68
2022-08-20,100
2022-08-27,78
2022-09-03,76
2022-09-10,83
2022-09-17,78
2022-09-24,82
2022-10-01,88
2022-10-08,78
2022-10-15,77
2022-10-22,74
2022-10-29,75
2022-11-05,69
2022-11-12,77
2022-11-19,55
2022-11-26,77
2022-12-03,79
2022-12-10,77
2022-12-17,61
2022-12-24,51
2022-12-31,61
2023-01-07,75
2023-01-14,76
2023-01-21,83
2023-01-28,84
2023-02-04,83
2023-02-11,83
2023-02-18,76
2023-02-25,82
2023-03-04,76
2023-03-11,65
2023-03-18,73
2023-03-25,82
2023-04-01,72
2023-04-08,79
2023-04-15,77
2023-04-22,76
2023-04-29,73
2023-05-06,79
2023-05-13,82
2023-05-20,84
2023-05-27,71
2023-06-03,68
2023-06-10,62
2023-06-17,58
2023-06-24,63
2023-07-01,62
2023-07-08,66
2023-07-15,60
2023-07-22,66
2023-07-29,62
2023-08-05,66
2023-08-12,63
2023-08-19,83
2023-08-26,77
2023-09-02,76
2023-09-09,83
2023-09-16,87
2023-09-23,89
2023-09-30,85
2023-10-07,75
2023-10-14,78
2023-10-21,81
2023-10-28,79
2023-11-04,80
2023-11-11,76
2023-11-18,55
2023-11-25,77
2023-12-02,76
2023-12-09,75
2023-12-16,60
2023-12-23,39
2023-12-30,58
2024-01-06,60
2024-01-13,73
2024-01-20,70
2024-01-27,79
2024-02-03,77
2024-02-10,76
2024-02-17,73
2024-02-24,76
2024-03-02,73
2024-03-09,66
2024-03-16,73
2024-03-23,74
2024-03-30,67
2024-04-06,67
2024-04-13,75
2024-04-20,85
2024-04-27,75
2024-05-04,65
2024-05-11,76
2024-05-18,58
2024-05-25,56
