,Search Term,climate
0,2004-01-03,19.42842417214277
1,2004-01-10,21.317298744434428
2,2004-01-17,21.317298744434428
3,2004-01-24,19.968102621368956
4,2004-01-31,20.507781070595144
5,2004-02-07,22.93633409211299
6,2004-02-14,21.047459519821334
7,2004-02-21,26.714083236696307
8,2004-02-28,26.444244012083214
9,2004-03-06,23.206173316726083
10,2004-03-13,22.12681641827371
11,2004-03-20,20.777620295208237
12,2004-03-27,24.555369439791555
13,2004-04-03,18.618906498303488
14,2004-04-10,20.777620295208237
15,2004-04-17,25.63472633824393
16,2004-04-24,25.364887113630836
17,2004-05-01,24.82520866440465
18,2004-05-08,26.444244012083214
19,2004-05-15,24.82520866440465
20,2004-05-22,21.58713796904752
21,2004-05-29,17.53954959985111
22,2004-06-05,16.190353476785642
23,2004-06-12,12.412604332202324
24,2004-06-19,9.984051310684478
25,2004-06-26,8.095176738392821
26,2004-07-03,8.365015963005915
27,2004-07-10,9.444372861458291
28,2004-07-17,8.904694412232102
29,2004-07-24,8.365015963005915
30,2004-07-31,8.634855187619008
31,2004-08-07,9.444372861458291
32,2004-08-14,11.603086658363042
33,2004-08-21,11.603086658363042
34,2004-08-28,13.761800455267794
35,2004-09-04,17.809388824464204
36,2004-09-11,21.856977193660615
37,2004-09-18,21.317298744434428
38,2004-09-25,23.745851765952274
39,2004-10-02,22.12681641827371
40,2004-10-09,21.58713796904752
41,2004-10-16,21.58713796904752
42,2004-10-23,22.666494867499896
43,2004-10-30,19.42842417214277
44,2004-11-06,21.317298744434428
45,2004-11-13,22.396655642886802
46,2004-11-20,18.079228049077297
47,2004-11-27,24.28553021517846
48,2004-12-04,21.856977193660615
49,2004-12-11,19.158584947529675
50,2004-12-18,12.412604332202324
51,2004-12-25,10.523729759910667
52,2005-01-01,18.079228049077297
53,2005-01-08,19.42842417214277
54,2005-01-15,17.809388824464204
55,2005-01-22,22.12681641827371
56,2005-01-29,19.42842417214277
57,2005-02-05,19.158584947529675
58,2005-02-12,19.698263396755863
59,2005-02-19,20.23794184598205
60,2005-02-26,20.777620295208237
61,2005-03-05,18.888745722916582
62,2005-03-12,21.58713796904752
63,2005-03-19,17.269710375238017
64,2005-03-26,17.809388824464204
65,2005-04-02,18.888745722916582
66,2005-04-09,22.396655642886802
67,2005-04-16,19.42842417214277
68,2005-04-23,23.206173316726083
69,2005-04-30,24.015690990565368
70,2005-05-07,25.095047889017742
71,2005-05-14,24.28553021517846
72,2005-05-21,21.317298744434428
73,2005-05-28,16.73003192601183
74,2005-06-04,13.761800455267794
75,2005-06-11,11.603086658363042
76,2005-06-18,9.174533636845196
77,2005-06-25,8.634855187619008
78,2005-07-02,8.634855187619008
79,2005-07-09,9.444372861458291
80,2005-07-16,9.174533636845196
81,2005-07-23,8.904694412232102
82,2005-07-30,8.095176738392821
83,2005-08-06,8.904694412232102
84,2005-08-13,9.984051310684478
85,2005-08-20,10.523729759910667
86,2005-08-27,12.412604332202324
87,2005-09-03,14.301478904493983
88,2005-09-10,18.618906498303488
89,2005-09-17,19.968102621368956
90,2005-09-24,20.23794184598205
91,2005-10-01,21.047459519821334
92,2005-10-08,22.12681641827371
93,2005-10-15,21.317298744434428
94,2005-10-22,20.23794184598205
95,2005-10-29,20.777620295208237
96,2005-11-05,17.269710375238017
97,2005-11-12,21.047459519821334
98,2005-11-19,15.380835802946358
99,2005-11-26,20.777620295208237
100,2005-12-03,20.777620295208237
101,2005-12-10,18.34906727369039
102,2005-12-17,11.333247433749948
103,2005-12-24,7.555498289166632
104,2005-12-31,14.571318129107077
105,2006-01-07,17.269710375238017
106,2006-01-14,16.73003192601183
107,2006-01-21,18.079228049077297
108,2006-01-28,19.698263396755863
109,2006-02-04,19.158584947529675
110,2006-02-11,19.158584947529675
111,2006-02-18,18.34906727369039
112,2006-02-25,19.158584947529675
113,2006-03-04,18.888745722916582
114,2006-03-11,18.888745722916582
115,2006-03-18,18.34906727369039
116,2006-03-25,18.34906727369039
117,2006-04-01,20.23794184598205
118,2006-04-08,18.079228049077297
119,2006-04-15,18.079228049077297
120,2006-04-22,23.745851765952274
121,2006-04-29,22.666494867499896
122,2006-05-06,22.396655642886802
123,2006-05-13,21.317298744434428
124,2006-05-20,17.809388824464204
125,2006-05-27,15.650675027559451
126,2006-06-03,12.952282781428512
127,2006-06-10,11.872925882976137
128,2006-06-17,9.444372861458291
129,2006-06-24,9.444372861458291
130,2006-07-01,8.365015963005915
131,2006-07-08,8.365015963005915
132,2006-07-15,8.904694412232102
133,2006-07-22,9.714212086071385
134,2006-07-29,9.444372861458291
135,2006-08-05,7.555498289166632
136,2006-08-12,8.634855187619008
137,2006-08-19,9.444372861458291
138,2006-08-26,10.523729759910667
139,2006-09-02,14.571318129107077
140,2006-09-09,16.73003192601183
141,2006-09-16,18.34906727369039
142,2006-09-23,18.888745722916582
143,2006-09-30,17.53954959985111
144,2006-10-07,18.888745722916582
145,2006-10-14,17.809388824464204
146,2006-10-21,17.809388824464204
147,2006-10-28,18.079228049077297
148,2006-11-04,14.841157353720169
149,2006-11-11,18.079228049077297
150,2006-11-18,13.761800455267794
151,2006-11-25,17.809388824464204
152,2006-12-02,18.618906498303488
153,2006-12-09,17.53954959985111
154,2006-12-16,12.952282781428512
155,2006-12-23,8.095176738392821
156,2006-12-30,12.952282781428512
157,2007-01-06,17.269710375238017
158,2007-01-13,16.460192701398736
159,2007-01-20,19.42842417214277
160,2007-01-27,21.58713796904752
161,2007-02-03,19.968102621368956
162,2007-02-10,17.269710375238017
163,2007-02-17,16.460192701398736
164,2007-02-24,18.34906727369039
165,2007-03-03,18.079228049077297
166,2007-03-10,18.079228049077297
167,2007-03-17,18.079228049077297
168,2007-03-24,17.269710375238017
169,2007-03-31,16.460192701398736
170,2007-04-07,18.618906498303488
171,2007-04-14,19.158584947529675
172,2007-04-21,21.317298744434428
173,2007-04-28,20.777620295208237
174,2007-05-05,22.93633409211299
175,2007-05-12,21.317298744434428
176,2007-05-19,18.079228049077297
177,2007-05-26,16.999871150624923
178,2007-06-02,15.380835802946358
179,2007-06-09,11.333247433749948
180,2007-06-16,10.253890535297572
181,2007-06-23,8.634855187619008
182,2007-06-30,9.444372861458291
183,2007-07-07,10.253890535297572
184,2007-07-14,9.444372861458291
185,2007-07-21,9.174533636845196
186,2007-07-28,8.365015963005915
187,2007-08-04,9.174533636845196
188,2007-08-11,10.253890535297572
189,2007-08-18,11.872925882976137
190,2007-08-25,12.14276510758923
191,2007-09-01,15.110996578333264
192,2007-09-08,17.269710375238017
193,2007-09-15,18.888745722916582
194,2007-09-22,20.507781070595144
195,2007-09-29,19.968102621368956
196,2007-10-06,21.317298744434428
197,2007-10-13,21.047459519821334
198,2007-10-20,21.047459519821334
199,2007-10-27,20.23794184598205
200,2007-11-03,19.968102621368956
201,2007-11-10,21.856977193660615
202,2007-11-17,15.920514252172547
203,2007-11-24,20.507781070595144
204,2007-12-01,20.23794184598205
205,2007-12-08,21.58713796904752
206,2007-12-15,16.190353476785642
207,2007-12-22,8.634855187619008
208,2007-12-29,13.4919612306547
209,2008-01-05,17.809388824464204
210,2008-01-12,17.53954959985111
211,2008-01-19,17.809388824464204
212,2008-01-26,18.888745722916582
213,2008-02-02,18.079228049077297
214,2008-02-09,19.158584947529675
215,2008-02-16,17.269710375238017
216,2008-02-23,20.777620295208237
217,2008-03-01,19.42842417214277
218,2008-03-08,18.888745722916582
219,2008-03-15,17.269710375238017
220,2008-03-22,17.269710375238017
221,2008-03-29,19.158584947529675
222,2008-04-05,20.23794184598205
223,2008-04-12,19.42842417214277
224,2008-04-19,26.9839224613094
225,2008-04-26,22.12681641827371
226,2008-05-03,21.047459519821334
227,2008-05-10,19.968102621368956
228,2008-05-17,21.047459519821334
229,2008-05-24,18.888745722916582
230,2008-05-31,17.809388824464204
231,2008-06-07,13.761800455267794
232,2008-06-14,11.872925882976137
233,2008-06-21,10.79356898452376
234,2008-06-28,10.523729759910667
235,2008-07-05,11.872925882976137
236,2008-07-12,11.872925882976137
237,2008-07-19,12.952282781428512
238,2008-07-26,9.714212086071385
239,2008-08-02,11.063408209136854
240,2008-08-09,10.79356898452376
241,2008-08-16,11.603086658363042
242,2008-08-23,13.761800455267794
243,2008-08-30,17.269710375238017
244,2008-09-06,20.777620295208237
245,2008-09-13,20.777620295208237
246,2008-09-20,20.777620295208237
247,2008-09-27,19.968102621368956
248,2008-10-04,22.396655642886802
249,2008-10-11,20.507781070595144
250,2008-10-18,20.777620295208237
251,2008-10-25,20.507781070595144
252,2008-11-01,18.888745722916582
253,2008-11-08,20.777620295208237
254,2008-11-15,22.93633409211299
255,2008-11-22,18.079228049077297
256,2008-11-29,19.158584947529675
257,2008-12-06,19.62166387493021
258,2008-12-13,18.46744835287549
259,2008-12-20,11.157416713195609
260,2008-12-27,10.387939698492463
261,2009-01-03,17.697971338172344
262,2009-01-10,17.697971338172344
263,2009-01-17,18.08270984552392
264,2009-01-24,20.00640238228178
265,2009-01-31,19.62166387493021
266,2009-02-07,19.62166387493021
267,2009-02-14,20.00640238228178
268,2009-02-21,19.236925367578635
269,2009-02-28,20.775879396984926
270,2009-03-07,21.1606179043365
271,2009-03-14,19.236925367578635
272,2009-03-21,19.236925367578635
273,2009-03-28,21.1606179043365
274,2009-04-04,20.391140889633355
275,2009-04-11,19.236925367578635
276,2009-04-18,23.469048948445938
277,2009-04-25,21.930094919039647
278,2009-05-02,22.699571933742792
279,2009-05-09,21.545356411688072
280,2009-05-16,23.084310441094363
281,2009-05-23,20.775879396984926
282,2009-05-30,18.08270984552392
283,2009-06-06,15.38954029406291
284,2009-06-13,15.38954029406291
285,2009-06-20,18.46744835287549
286,2009-06-27,16.9284943234692
287,2009-07-04,13.850586264656616
288,2009-07-11,13.465847757305047
289,2009-07-18,13.850586264656616
290,2009-07-25,13.850586264656616
291,2009-08-01,12.6963707426019
292,2009-08-08,13.465847757305047
293,2009-08-15,13.465847757305047
294,2009-08-22,15.774278801414482
295,2009-08-29,18.46744835287549
296,2009-09-05,18.08270984552392
297,2009-09-12,17.697971338172344
298,2009-09-19,24.238525963149083
299,2009-09-26,23.85378745579751
300,2009-10-03,25.00800297785222
301,2009-10-10,22.699571933742792
302,2009-10-17,26.546957007258516
303,2009-10-24,25.3927414852038
304,2009-10-31,24.623264470500654
305,2009-11-07,24.238525963149083
306,2009-11-14,24.623264470500654
307,2009-11-21,25.777479992555367
308,2009-11-28,38.47385073515727
309,2009-12-05,36.16541969104784
310,2009-12-12,31.933296110180535
311,2009-12-19,18.46744835287549
312,2009-12-26,15.774278801414482
