,Search Term,vegan restaurant near me
151,2015-10-17,0.0
152,2015-10-24,10.948422696512235
153,2015-10-31,0.0
154,2015-11-07,0.0
155,2015-11-14,0.0
156,2015-11-21,0.0
157,2015-11-28,0.0
158,2015-12-05,0.0
159,2015-12-12,0.0
160,2015-12-19,12.913524206142638
161,2015-12-26,13.47498178032275
162,2016-01-02,10.667693909422178
163,2016-01-09,12.352066631962522
164,2016-01-16,0.0
165,2016-01-23,8.983321186881835
166,2016-01-30,13.194252993232695
167,2016-02-06,0.0
168,2016-02-13,16.282269651223324
169,2016-02-20,10.948422696512235
170,2016-02-27,14.878625715773039
171,2016-03-05,14.878625715773039
172,2016-03-12,20.21247267048413
173,2016-03-19,17.68591358667361
174,2016-03-26,12.913524206142638
175,2016-04-02,15.720812077043208
176,2016-04-09,20.21247267048413
177,2016-04-16,19.370286309213956
178,2016-04-23,14.317168141592926
179,2016-04-30,14.878625715773039
180,2016-05-07,16.282269651223324
181,2016-05-14,19.93174388339407
182,2016-05-21,10.667693909422178
183,2016-05-28,13.75571056741281
184,2016-06-04,19.370286309213956
185,2016-06-11,15.720812077043208
186,2016-06-18,23.581218115564816
187,2016-06-25,16.282269651223324
188,2016-07-02,23.300489328474757
189,2016-07-09,18.528099947943783
190,2016-07-16,9.544778761061949
191,2016-07-23,20.773930244664243
192,2016-07-30,24.14267568974493
193,2016-08-06,22.458302967204588
194,2016-08-13,19.93174388339407
195,2016-08-20,23.019760541384702
196,2016-08-27,20.493201457574184
197,2016-09-03,17.96664237376367
198,2016-09-10,14.597896928682982
199,2016-09-17,24.984862051015103
200,2016-09-24,14.036439354502866
201,2016-10-01,20.773930244664243
202,2016-10-08,21.335387818844357
203,2016-10-15,16.282269651223324
204,2016-10-22,15.440083289953153
205,2016-10-29,22.458302967204588
206,2016-11-05,16.282269651223324
207,2016-11-12,22.458302967204588
208,2016-11-19,16.84372722540344
209,2016-11-26,21.148235294117647
210,2016-12-03,18.127058823529413
211,2016-12-10,18.127058823529413
212,2016-12-17,21.148235294117647
213,2016-12-24,21.148235294117647
214,2016-12-31,27.190588235294115
215,2017-01-07,21.148235294117647
216,2017-01-14,17.12
217,2017-01-21,10.070588235294117
218,2017-01-28,16.11294117647059
219,2017-02-04,18.127058823529413
220,2017-02-11,21.148235294117647
221,2017-02-18,21.148235294117647
222,2017-02-25,21.148235294117647
223,2017-03-04,22.15529411764706
224,2017-03-11,27.190588235294115
225,2017-03-18,18.127058823529413
226,2017-03-25,21.148235294117647
227,2017-04-01,25.176470588235293
228,2017-04-08,25.176470588235293
229,2017-04-15,26.183529411764706
230,2017-04-22,16.11294117647059
231,2017-04-29,23.162352941176472
232,2017-05-06,18.127058823529413
233,2017-05-13,31.218823529411765
234,2017-05-20,32.22588235294118
235,2017-05-27,34.24
236,2017-06-03,29.204705882352943
237,2017-06-10,32.22588235294118
238,2017-06-17,29.204705882352943
239,2017-06-24,37.26117647058824
240,2017-07-01,45.31764705882353
241,2017-07-08,41.28941176470588
242,2017-07-15,46.324705882352944
243,2017-07-22,53.374117647058824
244,2017-07-29,52.36705882352941
245,2017-08-05,61.43058823529412
246,2017-08-12,50.35294117647059
247,2017-08-19,58.40941176470589
248,2017-08-26,47.33176470588236
249,2017-09-02,48.33882352941177
250,2017-09-09,45.31764705882353
251,2017-09-16,47.33176470588236
252,2017-09-23,47.33176470588236
253,2017-09-30,42.296470588235294
254,2017-10-07,35.247058823529414
255,2017-10-14,37.26117647058824
256,2017-10-21,40.28235294117647
257,2017-10-28,40.28235294117647
258,2017-11-04,42.296470588235294
259,2017-11-11,39.27529411764706
260,2017-11-18,50.35294117647059
261,2017-11-25,39.27529411764706
262,2017-12-02,31.218823529411765
263,2017-12-09,40.28235294117647
264,2017-12-16,52.36705882352941
265,2017-12-23,45.31764705882353
266,2017-12-30,52.36705882352941
267,2018-01-06,54.38117647058823
268,2018-01-13,49.345882352941175
269,2018-01-20,52.36705882352941
270,2018-01-27,58.40941176470589
271,2018-02-03,50.35294117647059
272,2018-02-10,57.402352941176474
273,2018-02-17,57.402352941176474
274,2018-02-24,53.374117647058824
275,2018-03-03,74.52235294117648
276,2018-03-10,54.38117647058823
277,2018-03-17,58.40941176470589
278,2018-03-24,57.402352941176474
279,2018-03-31,54.38117647058823
280,2018-04-07,58.40941176470589
281,2018-04-14,55.38823529411765
282,2018-04-21,61.43058823529412
283,2018-04-28,55.38823529411765
284,2018-05-05,49.345882352941175
285,2018-05-12,62.43764705882353
286,2018-05-19,51.35999999999999
287,2018-05-26,48.33882352941177
288,2018-06-02,61.43058823529412
289,2018-06-09,66.46588235294118
290,2018-06-16,57.402352941176474
291,2018-06-23,64.45176470588235
292,2018-06-30,76.53647058823529
293,2018-07-07,69.48705882352941
294,2018-07-14,64.45176470588235
295,2018-07-21,57.402352941176474
296,2018-07-28,69.48705882352941
297,2018-08-04,55.38823529411765
298,2018-08-11,62.43764705882353
299,2018-08-18,60.42352941176471
300,2018-08-25,62.43764705882353
301,2018-09-01,55.38823529411765
302,2018-09-08,57.402352941176474
303,2018-09-15,54.38117647058823
304,2018-09-22,59.41647058823529
305,2018-09-29,53.374117647058824
306,2018-10-06,59.41647058823529
307,2018-10-13,67.47294117647058
308,2018-10-20,58.40941176470589
309,2018-10-27,50.35294117647059
310,2018-11-03,58.40941176470589
311,2018-11-10,55.38823529411765
312,2018-11-17,47.33176470588236
313,2018-11-24,42.296470588235294
314,2018-12-01,53.374117647058824
315,2018-12-08,43.30352941176471
316,2018-12-15,56.39529411764707
317,2018-12-22,67.47294117647058
318,2018-12-29,82.57882352941176
319,2019-01-05,72.50823529411765
320,2019-01-12,70.49411764705883
321,2019-01-19,74.52235294117648
322,2019-01-26,49.345882352941175
323,2019-02-02,67.47294117647058
324,2019-02-09,56.39529411764707
325,2019-02-16,65.45882352941176
326,2019-02-23,67.47294117647058
327,2019-03-02,81.57176470588236
328,2019-03-09,80.56470588235294
329,2019-03-16,82.57882352941176
330,2019-03-23,76.53647058823529
331,2019-03-30,85.60000000000001
332,2019-04-06,71.50117647058823
333,2019-04-13,83.58588235294118
334,2019-04-20,66.46588235294118
335,2019-04-27,66.46588235294118
336,2019-05-04,77.54352941176471
337,2019-05-11,71.50117647058823
338,2019-05-18,80.56470588235294
339,2019-05-25,76.53647058823529
340,2019-06-01,70.49411764705883
341,2019-06-08,72.50823529411765
342,2019-06-15,90.63529411764706
343,2019-06-22,84.59294117647059
344,2019-06-29,86.60705882352941
345,2019-07-06,76.53647058823529
346,2019-07-13,87.61411764705882
347,2019-07-20,89.62823529411764
348,2019-07-27,86.60705882352941
349,2019-08-03,82.57882352941176
350,2019-08-10,84.59294117647059
351,2019-08-17,76.53647058823529
352,2019-08-24,67.47294117647058
353,2019-08-31,73.51529411764706
354,2019-09-07,63.444705882352935
355,2019-09-14,63.444705882352935
356,2019-09-21,67.47294117647058
357,2019-09-28,69.48705882352941
358,2019-10-05,60.42352941176471
359,2019-10-12,65.45882352941176
360,2019-10-19,70.49411764705883
361,2019-10-26,81.57176470588236
362,2019-11-02,74.52235294117648
363,2019-11-09,77.54352941176471
364,2019-11-16,73.51529411764706
365,2019-11-23,82.57882352941176
366,2019-11-30,60.42352941176471
367,2019-12-07,70.49411764705883
368,2019-12-14,71.50117647058823
369,2019-12-21,88.62117647058824
370,2019-12-28,85.60000000000001
371,2020-01-04,92.64941176470589
372,2020-01-11,89.62823529411764
373,2020-01-18,91.64235294117647
374,2020-01-25,80.0
375,2020-02-01,82.0
376,2020-02-08,95.0
377,2020-02-15,99.0
378,2020-02-22,72.0
379,2020-02-29,83.0
380,2020-03-07,63.0
381,2020-03-14,26.0
382,2020-03-21,19.0
383,2020-03-28,16.0
384,2020-04-04,22.0
385,2020-04-11,21.0
386,2020-04-18,25.0
387,2020-04-25,26.0
388,2020-05-02,36.0
389,2020-05-09,36.0
390,2020-05-16,50.0
391,2020-05-23,39.0
392,2020-05-30,44.0
393,2020-06-06,52.0
394,2020-06-13,48.0
395,2020-06-20,60.0
396,2020-06-27,57.99999999999999
397,2020-07-04,70.0
398,2020-07-11,63.0
399,2020-07-18,71.0
400,2020-07-25,69.0
401,2020-08-01,57.99999999999999
402,2020-08-08,67.0
403,2020-08-15,57.99999999999999
404,2020-08-22,56.00000000000001
405,2020-08-29,66.0
406,2020-09-05,61.0
407,2020-09-12,56.99999999999999
408,2020-09-19,56.00000000000001
409,2020-09-26,62.0
410,2020-10-03,67.0
411,2020-10-10,61.0
412,2020-10-17,57.99999999999999
413,2020-10-24,65.0
414,2020-10-31,52.0
415,2020-11-07,59.0
416,2020-11-14,56.99999999999999
417,2020-11-21,46.0
418,2020-11-28,45.0
419,2020-12-05,51.0
420,2020-12-12,47.0
421,2020-12-19,63.0
422,2020-12-26,74.0
423,2021-01-02,60.0
424,2021-01-09,65.0
425,2021-01-16,66.0
426,2021-01-23,56.99999999999999
427,2021-01-30,62.0
428,2021-02-06,57.99999999999999
429,2021-02-13,61.0
430,2021-02-20,63.0
431,2021-02-27,60.0
432,2021-03-06,61.0
433,2021-03-13,84.0
434,2021-03-20,76.0
435,2021-03-27,87.0
436,2021-04-03,79.0
437,2021-04-10,73.0
438,2021-04-17,81.0
439,2021-04-24,77.0
440,2021-05-01,79.0
441,2021-05-08,81.0
442,2021-05-15,89.0
443,2021-05-22,82.0
444,2021-05-29,92.0
445,2021-06-05,89.0
446,2021-06-12,100.0
447,2021-06-19,85.0
448,2021-06-26,90.0
449,2021-07-03,100.0
450,2021-07-10,87.0
451,2021-07-17,82.0
452,2021-07-24,79.0
453,2021-07-31,73.0
454,2021-08-07,80.0
455,2021-08-14,85.0
456,2021-08-21,84.0
457,2021-08-28,75.0
458,2021-09-04,82.0
459,2021-09-11,73.0
460,2021-09-18,87.0
461,2021-09-25,69.0
462,2021-10-02,68.0
463,2021-10-09,57.99999999999999
464,2021-10-16,81.0
465,2021-10-23,61.0
466,2021-10-30,72.0
467,2021-11-06,63.0
468,2021-11-13,61.0
469,2021-11-20,70.0
470,2021-11-27,57.99999999999999
471,2021-12-04,70.0
472,2021-12-11,71.0
473,2021-12-18,77.0
474,2021-12-25,78.0
475,2022-01-01,65.0
476,2022-01-08,64.0
477,2022-01-15,63.0
478,2022-01-22,62.0
479,2022-01-29,72.0
480,2022-02-05,74.0
481,2022-02-12,78.0
482,2022-02-19,80.0
483,2022-02-26,72.0
484,2022-03-05,76.0
485,2022-03-12,88.0
486,2022-03-19,84.0
487,2022-03-26,78.0
488,2022-04-02,83.0
489,2022-04-09,77.0
490,2022-04-16,69.0
491,2022-04-23,67.0
492,2022-04-30,73.0
493,2022-05-07,72.0
494,2022-05-14,60.0
495,2022-05-21,78.0
496,2022-05-28,67.0
497,2022-06-04,62.0
498,2022-06-11,68.0
499,2022-06-18,74.0
500,2022-06-25,72.0
501,2022-07-02,81.0
502,2022-07-09,67.0
503,2022-07-16,66.0
504,2022-07-23,64.0
505,2022-07-30,73.0
506,2022-08-06,62.0
507,2022-08-13,66.0
508,2022-08-20,70.0
509,2022-08-27,65.0
510,2022-09-03,55.00000000000001
511,2022-09-10,52.0
512,2022-09-17,57.99999999999999
513,2022-09-24,57.99999999999999
514,2022-10-01,65.0
515,2022-10-08,67.0
516,2022-10-15,47.0
517,2022-10-22,56.99999999999999
518,2022-10-29,48.0
519,2022-11-05,56.99999999999999
520,2022-11-12,48.0
521,2022-11-19,47.0
522,2022-11-26,45.0
523,2022-12-03,54.0
524,2022-12-10,53.0
525,2022-12-17,56.99999999999999
526,2022-12-24,68.0
527,2022-12-31,66.0
528,2023-01-07,67.0
529,2023-01-14,64.0
530,2023-01-21,64.0
531,2023-01-28,60.0
532,2023-02-04,59.0
533,2023-02-11,60.0
534,2023-02-18,57.99999999999999
535,2023-02-25,51.0
536,2023-03-04,72.0
537,2023-03-11,59.0
538,2023-03-18,60.0
539,2023-03-25,64.0
540,2023-04-01,65.0
541,2023-04-08,59.0
542,2023-04-15,57.99999999999999
543,2023-04-22,56.00000000000001
544,2023-04-29,59.0
545,2023-05-06,62.0
546,2023-05-13,63.0
547,2023-05-20,56.99999999999999
548,2023-05-27,70.0
549,2023-06-03,59.0
550,2023-06-10,56.99999999999999
551,2023-06-17,65.0
552,2023-06-24,62.0
553,2023-07-01,67.0
554,2023-07-08,57.99999999999999
555,2023-07-15,63.0
556,2023-07-22,65.0
557,2023-07-29,49.0
558,2023-08-05,56.00000000000001
559,2023-08-12,59.0
560,2023-08-19,55.00000000000001
561,2023-08-26,52.0
562,2023-09-02,59.0
563,2023-09-09,42.0
564,2023-09-16,47.0
565,2023-09-23,40.0
566,2023-09-30,44.0
567,2023-10-07,48.0
568,2023-10-14,46.0
569,2023-10-21,43.0
570,2023-10-28,50.0
571,2023-11-04,45.0
572,2023-11-11,38.0
573,2023-11-18,42.0
574,2023-11-25,28.000000000000004
575,2023-12-02,44.0
576,2023-12-09,37.0
577,2023-12-16,39.0
578,2023-12-23,43.0
579,2023-12-30,55.00000000000001
580,2024-01-06,42.0
581,2024-01-13,48.0
582,2024-01-20,42.0
583,2024-01-27,41.0
584,2024-02-03,39.0
585,2024-02-10,48.0
586,2024-02-17,46.0
587,2024-02-24,35.0
588,2024-03-02,37.0
589,2024-03-09,36.0
590,2024-03-16,42.0
591,2024-03-23,44.0
592,2024-03-30,38.0
593,2024-04-06,45.0
594,2024-04-13,39.0
595,2024-04-20,24.0
596,2024-04-27,28.999999999999996
597,2024-05-04,40.0
598,2024-05-11,26.0
599,2024-05-18,45.0
600,2024-05-25,36.0
