Search Term,vegan recipe
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2016-11-26,30
2016-12-03,31
2016-12-10,33
2016-12-17,46
2016-12-24,36
2016-12-31,41
2017-01-07,37
2017-01-14,36
2017-01-21,35
2017-01-28,34
2017-02-04,34
2017-02-11,30
2017-02-18,31
2017-02-25,34
2017-03-04,34
2017-03-11,38
2017-03-18,33
2017-03-25,35
2017-04-01,32
2017-04-08,35
2017-04-15,30
2017-04-22,28
2017-04-29,31
2017-05-06,30
2017-05-13,29
2017-05-20,29
2017-05-27,33
2017-06-03,34
2017-06-10,32
2017-06-17,32
2017-06-24,36
2017-07-01,45
2017-07-08,47
2017-07-15,48
2017-07-22,52
2017-07-29,51
2017-08-05,54
2017-08-12,50
2017-08-19,48
2017-08-26,43
2017-09-02,47
2017-09-09,44
2017-09-16,46
2017-09-23,45
2017-09-30,44
2017-10-07,45
2017-10-14,47
2017-10-21,44
2017-10-28,45
2017-11-04,53
2017-11-11,58
2017-11-18,87
2017-11-25,46
2017-12-02,46
2017-12-09,55
2017-12-16,64
2017-12-23,66
2017-12-30,62
2018-01-06,58
2018-01-13,57
2018-01-20,52
2018-01-27,52
2018-02-03,54
2018-02-10,50
2018-02-17,48
2018-02-24,46
2018-03-03,48
2018-03-10,47
2018-03-17,44
2018-03-24,50
2018-03-31,46
2018-04-07,38
2018-04-14,39
2018-04-21,39
2018-04-28,38
2018-05-05,40
2018-05-12,39
2018-05-19,40
2018-05-26,44
2018-06-02,41
2018-06-09,42
2018-06-16,41
2018-06-23,43
2018-06-30,48
2018-07-07,43
2018-07-14,40
2018-07-21,43
2018-07-28,41
2018-08-04,43
2018-08-11,43
2018-08-18,41
2018-08-25,38
2018-09-01,42
2018-09-08,39
2018-09-15,42
2018-09-22,40
2018-09-29,41
2018-10-06,40
2018-10-13,41
2018-10-20,42
2018-10-27,42
2018-11-03,44
2018-11-10,55
2018-11-17,79
2018-11-24,44
2018-12-01,47
2018-12-08,46
2018-12-15,54
2018-12-22,62
2018-12-29,57
2019-01-05,47
2019-01-12,51
2019-01-19,48
2019-01-26,47
2019-02-02,40
2019-02-09,46
2019-02-16,43
2019-02-23,40
2019-03-02,41
2019-03-09,40
2019-03-16,39
2019-03-23,39
2019-03-30,39
2019-04-06,39
2019-04-13,41
2019-04-20,36
2019-04-27,39
2019-05-04,40
2019-05-11,39
2019-05-18,38
2019-05-25,42
2019-06-01,39
2019-06-08,43
2019-06-15,45
2019-06-22,41
2019-06-29,45
2019-07-06,42
2019-07-13,43
2019-07-20,41
2019-07-27,42
2019-08-03,44
2019-08-10,43
2019-08-17,42
2019-08-24,42
2019-08-31,42
2019-09-07,40
2019-09-14,43
2019-09-21,43
2019-09-28,45
2019-10-05,46
2019-10-12,48
2019-10-19,51
2019-10-26,52
2019-11-02,57
2019-11-09,59
2019-11-16,73
2019-11-23,100
2019-11-30,53
2019-12-07,55
2019-12-14,65
2019-12-21,78
2019-12-28,72
2020-01-04,65
2020-01-11,62
2020-01-18,65
2020-01-25,58
2020-02-01,51
2020-02-08,57
2020-02-15,53
2020-02-22,53
