Search Term,vegetarian recipes
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2016-11-26,46
2016-12-03,50
2016-12-10,47
2016-12-17,56
2016-12-24,52
2016-12-31,76
2017-01-07,66
2017-01-14,64
2017-01-21,58
2017-01-28,59
2017-02-04,54
2017-02-11,48
2017-02-18,53
2017-02-25,53
2017-03-04,56
2017-03-11,52
2017-03-18,51
2017-03-25,51
2017-04-01,51
2017-04-08,55
2017-04-15,43
2017-04-22,42
2017-04-29,48
2017-05-06,48
2017-05-13,44
2017-05-20,41
2017-05-27,43
2017-06-03,52
2017-06-10,44
2017-06-17,54
2017-06-24,58
2017-07-01,64
2017-07-08,74
2017-07-15,71
2017-07-22,66
2017-07-29,72
2017-08-05,73
2017-08-12,62
2017-08-19,61
2017-08-26,57
2017-09-02,60
2017-09-09,54
2017-09-16,63
2017-09-23,59
2017-09-30,59
2017-10-07,63
2017-10-14,61
2017-10-21,63
2017-10-28,64
2017-11-04,71
2017-11-11,74
2017-11-18,69
2017-11-25,65
2017-12-02,62
2017-12-09,62
2017-12-16,70
2017-12-23,80
2017-12-30,100
2018-01-06,94
2018-01-13,82
2018-01-20,80
2018-01-27,79
2018-02-03,73
2018-02-10,73
2018-02-17,73
2018-02-24,69
2018-03-03,68
2018-03-10,66
2018-03-17,65
2018-03-24,68
2018-03-31,61
2018-04-07,58
2018-04-14,58
2018-04-21,56
2018-04-28,61
2018-05-05,55
2018-05-12,56
2018-05-19,53
2018-05-26,57
2018-06-02,59
2018-06-09,52
2018-06-16,53
2018-06-23,56
2018-06-30,59
2018-07-07,55
2018-07-14,54
2018-07-21,58
2018-07-28,57
2018-08-04,60
2018-08-11,57
2018-08-18,55
2018-08-25,52
2018-09-01,54
2018-09-08,52
2018-09-15,55
2018-09-22,54
2018-09-29,54
2018-10-06,55
2018-10-13,53
2018-10-20,58
2018-10-27,55
2018-11-03,63
2018-11-10,62
2018-11-17,60
2018-11-24,60
2018-12-01,57
2018-12-08,56
2018-12-15,60
2018-12-22,65
2018-12-29,89
2019-01-05,76
2019-01-12,70
2019-01-19,67
2019-01-26,69
2019-02-02,60
2019-02-09,61
2019-02-16,53
2019-02-23,52
2019-03-02,63
2019-03-09,59
2019-03-16,56
2019-03-23,55
2019-03-30,59
2019-04-06,57
2019-04-13,54
2019-04-20,50
2019-04-27,58
2019-05-04,54
2019-05-11,51
2019-05-18,51
2019-05-25,54
2019-06-01,54
2019-06-08,55
2019-06-15,55
2019-06-22,52
2019-06-29,52
2019-07-06,54
2019-07-13,55
2019-07-20,55
2019-07-27,56
2019-08-03,53
2019-08-10,52
2019-08-17,55
2019-08-24,52
2019-08-31,53
2019-09-07,52
2019-09-14,56
2019-09-21,56
2019-09-28,54
2019-10-05,56
2019-10-12,55
2019-10-19,67
2019-10-26,63
2019-11-02,68
2019-11-09,68
2019-11-16,72
2019-11-23,63
2019-11-30,63
2019-12-07,58
2019-12-14,63
2019-12-21,71
2019-12-28,96
2020-01-04,89
2020-01-11,77
2020-01-18,79
2020-01-25,72
2020-02-01,68
2020-02-08,66
2020-02-15,66
2020-02-22,66
