Search Term,restaurants
Geography,US
Time Period,12M
Type,Web Search
,
Time,Normalized Value (0-100)
2020-01-25,62
2020-02-01,63
2020-02-08,79
2020-02-15,74
2020-02-22,65
2020-02-29,64
2020-03-07,57
2020-03-14,65
2020-03-21,31
2020-03-28,28
2020-04-04,26
2020-04-11,30
2020-04-18,30
2020-04-25,34
2020-05-02,40
2020-05-09,44
2020-05-16,48
2020-05-23,53
2020-05-30,55
2020-06-06,63
2020-06-13,66
2020-06-20,66
2020-06-27,65
2020-07-04,62
2020-07-11,62
2020-07-18,59
2020-07-25,64
2020-08-01,66
2020-08-08,63
2020-08-15,64
2020-08-22,60
2020-08-29,63
2020-09-05,66
2020-09-12,61
2020-09-19,59
2020-09-26,60
2020-10-03,59
2020-10-10,65
2020-10-17,63
2020-10-24,55
2020-10-31,47
2020-11-07,53
2020-11-14,53
2020-11-21,54
2020-11-28,44
2020-12-05,48
2020-12-12,48
2020-12-19,65
2020-12-26,67
2021-01-02,52
2021-01-09,55
2021-01-16,56
2021-01-23,59
2021-01-30,57
2021-02-06,62
2021-02-13,71
2021-02-20,63
2021-02-27,63
2021-03-06,69
2021-03-13,75
2021-03-20,76
2021-03-27,75
2021-04-03,78
2021-04-10,76
2021-04-17,80
2021-04-24,76
2021-05-01,85
2021-05-08,83
2021-05-15,81
2021-05-22,85
2021-05-29,86
2021-06-05,83
2021-06-12,95
2021-06-19,92
2021-06-26,93
2021-07-03,100
2021-07-10,96
2021-07-17,93
2021-07-24,92
2021-07-31,89
2021-08-07,84
2021-08-14,84
2021-08-21,78
2021-08-28,77
2021-09-04,82
2021-09-11,76
2021-09-18,77
2021-09-25,74
2021-10-02,77
2021-10-09,77
2021-10-16,74
2021-10-23,66
2021-10-30,71
2021-11-06,72
2021-11-13,66
2021-11-20,72
2021-11-27,63
2021-12-04,68
2021-12-11,67
2021-12-18,84
2021-12-25,83
2022-01-01,60
2022-01-08,60
2022-01-15,59
2022-01-22,59
2022-01-29,65
2022-02-05,73
2022-02-12,80
2022-02-19,78
2022-02-26,78
2022-03-05,86
2022-03-12,82
2022-03-19,79
2022-03-26,78
2022-04-02,77
2022-04-09,76
2022-04-16,77
2022-04-23,78
2022-04-30,80
2022-05-07,75
2022-05-14,74
2022-05-21,71
2022-05-28,75
2022-06-04,74
2022-06-11,80
2022-06-18,87
2022-06-25,80
2022-07-02,85
2022-07-09,86
2022-07-16,84
2022-07-23,84
2022-07-30,83
2022-08-06,79
2022-08-13,79
2022-08-20,69
2022-08-27,71
2022-09-03,73
2022-09-10,67
2022-09-17,68
2022-09-24,66
2022-10-01,69
2022-10-08,72
2022-10-15,67
2022-10-22,63
2022-10-29,64
2022-11-05,63
2022-11-12,60
2022-11-19,64
2022-11-26,56
2022-12-03,60
2022-12-10,62
2022-12-17,61
2022-12-24,89
2022-12-31,67
2023-01-07,65
2023-01-14,67
2023-01-21,64
2023-01-28,65
2023-02-04,66
2023-02-11,74
2023-02-18,68
2023-02-25,65
2023-03-04,67
2023-03-11,72
2023-03-18,69
2023-03-25,68
2023-04-01,67
2023-04-08,70
2023-04-15,67
2023-04-22,64
2023-04-29,67
2023-05-06,73
2023-05-13,74
2023-05-20,71
2023-05-27,76
2023-06-03,75
2023-06-10,78
2023-06-17,77
2023-06-24,81
2023-07-01,91
2023-07-08,79
2023-07-15,80
2023-07-22,79
2023-07-29,76
2023-08-05,71
2023-08-12,71
2023-08-19,67
2023-08-26,65
2023-09-02,68
2023-09-09,60
2023-09-16,61
2023-09-23,63
2023-09-30,64
2023-10-07,63
2023-10-14,64
2023-10-21,64
2023-10-28,58
2023-11-04,60
2023-11-11,58
2023-11-18,62
2023-11-25,53
2023-12-02,60
2023-12-09,58
2023-12-16,62
2023-12-23,80
2023-12-30,63
2024-01-06,56
2024-01-13,53
2024-01-20,54
2024-01-27,54
2024-02-03,57
2024-02-10,60
2024-02-17,59
2024-02-24,55
2024-03-02,55
2024-03-09,61
2024-03-16,56
2024-03-23,59
2024-03-30,59
2024-04-06,56
2024-04-13,57
2024-04-20,58
2024-04-27,56
2024-05-04,59
2024-05-11,61
2024-05-18,59
2024-05-25,60
