,Search Term,recipes
0,2003-12-27,67.327868852459
1,2004-01-03,50.04098360655737
2,2004-01-10,56.40983606557376
3,2004-01-17,53.68032786885245
4,2004-01-24,54.590163934426215
5,2004-01-31,43.67213114754098
6,2004-02-07,50.95081967213114
7,2004-02-14,46.401639344262286
8,2004-02-21,41.85245901639343
9,2004-02-28,46.401639344262286
10,2004-03-06,44.581967213114744
11,2004-03-13,43.67213114754098
12,2004-03-20,43.67213114754098
13,2004-03-27,41.85245901639343
14,2004-04-03,50.04098360655737
15,2004-04-10,41.85245901639343
16,2004-04-17,42.7622950819672
17,2004-04-24,40.94262295081967
18,2004-05-01,45.49180327868852
19,2004-05-08,40.94262295081967
20,2004-05-15,40.94262295081967
21,2004-05-22,43.67213114754098
22,2004-05-29,40.94262295081967
23,2004-06-05,35.48360655737704
24,2004-06-12,38.213114754098356
25,2004-06-19,39.12295081967213
26,2004-06-26,44.581967213114744
27,2004-07-03,39.12295081967213
28,2004-07-10,43.67213114754098
29,2004-07-17,39.12295081967213
30,2004-07-24,37.303278688524586
31,2004-07-31,41.85245901639343
32,2004-08-07,40.0327868852459
33,2004-08-14,39.12295081967213
34,2004-08-21,40.0327868852459
35,2004-08-28,40.0327868852459
36,2004-09-04,38.213114754098356
37,2004-09-11,42.7622950819672
38,2004-09-18,41.85245901639343
39,2004-09-25,40.94262295081967
40,2004-10-02,45.49180327868852
41,2004-10-09,46.401639344262286
42,2004-10-16,49.13114754098359
43,2004-10-23,53.68032786885245
44,2004-10-30,49.13114754098359
45,2004-11-06,49.13114754098359
46,2004-11-13,61.86885245901639
47,2004-11-20,90.07377049180326
48,2004-11-27,48.22131147540983
49,2004-12-04,54.590163934426215
50,2004-12-11,60.95901639344261
51,2004-12-18,89.16393442622949
52,2004-12-25,56.40983606557376
53,2005-01-01,46.401639344262286
54,2005-01-08,50.04098360655737
55,2005-01-15,50.04098360655737
56,2005-01-22,48.22131147540983
57,2005-01-29,50.04098360655737
58,2005-02-05,45.49180327868852
59,2005-02-12,45.49180327868852
60,2005-02-19,40.0327868852459
61,2005-02-26,42.7622950819672
62,2005-03-05,43.67213114754098
63,2005-03-12,44.581967213114744
64,2005-03-19,50.95081967213114
65,2005-03-26,41.85245901639343
66,2005-04-02,32.75409836065573
67,2005-04-09,40.0327868852459
68,2005-04-16,43.67213114754098
69,2005-04-23,42.7622950819672
70,2005-04-30,45.49180327868852
71,2005-05-07,40.94262295081967
72,2005-05-14,40.0327868852459
73,2005-05-21,42.7622950819672
74,2005-05-28,44.581967213114744
75,2005-06-04,40.0327868852459
76,2005-06-11,40.0327868852459
77,2005-06-18,40.94262295081967
78,2005-06-25,44.581967213114744
79,2005-07-02,44.581967213114744
80,2005-07-09,40.94262295081967
81,2005-07-16,41.85245901639343
82,2005-07-23,42.7622950819672
83,2005-07-30,40.0327868852459
84,2005-08-06,42.7622950819672
85,2005-08-13,40.94262295081967
86,2005-08-20,40.94262295081967
87,2005-08-27,38.213114754098356
88,2005-09-03,40.0327868852459
89,2005-09-10,40.0327868852459
90,2005-09-17,40.94262295081967
91,2005-09-24,44.581967213114744
92,2005-10-01,45.49180327868852
93,2005-10-08,46.401639344262286
94,2005-10-15,46.401639344262286
95,2005-10-22,51.86065573770491
96,2005-10-29,48.22131147540983
97,2005-11-05,48.22131147540983
98,2005-11-12,59.13934426229508
99,2005-11-19,88.25409836065572
100,2005-11-26,44.581967213114744
101,2005-12-03,54.590163934426215
102,2005-12-10,58.229508196721305
103,2005-12-17,80.97540983606557
104,2005-12-24,56.40983606557376
105,2005-12-31,50.04098360655737
106,2006-01-07,45.49180327868852
107,2006-01-14,49.13114754098359
108,2006-01-21,43.67213114754098
109,2006-01-28,44.581967213114744
110,2006-02-04,43.67213114754098
111,2006-02-11,43.67213114754098
112,2006-02-18,40.0327868852459
113,2006-02-25,38.213114754098356
114,2006-03-04,39.12295081967213
115,2006-03-11,43.67213114754098
116,2006-03-18,41.85245901639343
117,2006-03-25,37.303278688524586
118,2006-04-01,40.94262295081967
119,2006-04-08,48.22131147540983
120,2006-04-15,36.393442622950815
121,2006-04-22,36.393442622950815
122,2006-04-29,40.0327868852459
123,2006-05-06,40.94262295081967
124,2006-05-13,40.94262295081967
125,2006-05-20,39.12295081967213
126,2006-05-27,38.213114754098356
127,2006-06-03,35.48360655737704
128,2006-06-10,39.12295081967213
129,2006-06-17,39.12295081967213
