,Search Term,recipe
0,2003-12-27,44.97648865153537
1,2004-01-03,36.99678905206941
2,2004-01-10,36.271361815754325
3,2004-01-17,36.99678905206941
4,2004-01-24,38.44764352469958
5,2004-01-31,33.36965287049398
6,2004-02-07,36.99678905206941
7,2004-02-14,32.644225634178895
8,2004-02-21,34.820507343124156
9,2004-02-28,29.742516688918545
10,2004-03-06,29.01708945260346
11,2004-03-13,32.644225634178895
12,2004-03-20,33.36965287049398
13,2004-03-27,29.742516688918545
14,2004-04-03,35.54593457943923
15,2004-04-10,28.291662216288376
16,2004-04-17,27.566234979973288
17,2004-04-24,29.742516688918545
18,2004-05-01,30.46794392523363
19,2004-05-08,26.840807743658203
20,2004-05-15,30.46794392523363
21,2004-05-22,29.742516688918545
22,2004-05-29,30.46794392523363
23,2004-06-05,30.46794392523363
24,2004-06-12,29.01708945260346
25,2004-06-19,31.918798397863807
26,2004-06-26,32.644225634178895
27,2004-07-03,33.36965287049398
28,2004-07-10,32.644225634178895
29,2004-07-17,33.36965287049398
30,2004-07-24,33.36965287049398
31,2004-07-31,33.36965287049398
32,2004-08-07,33.36965287049398
33,2004-08-14,31.193371161548715
34,2004-08-21,31.918798397863807
35,2004-08-28,31.193371161548715
36,2004-09-04,32.644225634178895
37,2004-09-11,31.918798397863807
38,2004-09-18,31.193371161548715
39,2004-09-25,31.918798397863807
40,2004-10-02,33.36965287049398
41,2004-10-09,35.54593457943923
42,2004-10-16,33.36965287049398
43,2004-10-23,36.99678905206941
44,2004-10-30,33.36965287049398
45,2004-11-06,36.99678905206941
46,2004-11-13,39.17307076101467
47,2004-11-20,57.308751668891844
48,2004-11-27,34.095080106809064
49,2004-12-04,40.62392523364484
50,2004-12-11,44.97648865153537
51,2004-12-18,72.54272363150865
52,2004-12-25,42.074779706275024
53,2005-01-01,34.820507343124156
54,2005-01-08,33.36965287049398
55,2005-01-15,34.820507343124156
56,2005-01-22,32.644225634178895
57,2005-01-29,33.36965287049398
58,2005-02-05,36.99678905206941
59,2005-02-12,34.095080106809064
60,2005-02-19,31.193371161548715
61,2005-02-26,31.193371161548715
62,2005-03-05,31.193371161548715
63,2005-03-12,32.644225634178895
64,2005-03-19,37.7222162883845
65,2005-03-26,35.54593457943923
66,2005-04-02,29.01708945260346
67,2005-04-09,28.291662216288376
68,2005-04-16,29.742516688918545
69,2005-04-23,30.46794392523363
70,2005-04-30,31.918798397863807
71,2005-05-07,28.291662216288376
72,2005-05-14,30.46794392523363
73,2005-05-21,30.46794392523363
74,2005-05-28,31.193371161548715
75,2005-06-04,29.742516688918545
76,2005-06-11,31.193371161548715
77,2005-06-18,31.918798397863807
78,2005-06-25,31.918798397863807
79,2005-07-02,33.36965287049398
80,2005-07-09,34.095080106809064
81,2005-07-16,32.644225634178895
82,2005-07-23,33.36965287049398
83,2005-07-30,33.36965287049398
84,2005-08-06,34.095080106809064
85,2005-08-13,35.54593457943923
86,2005-08-20,33.36965287049398
87,2005-08-27,31.918798397863807
88,2005-09-03,32.644225634178895
89,2005-09-10,33.36965287049398
90,2005-09-17,33.36965287049398
91,2005-09-24,31.918798397863807
92,2005-10-01,35.54593457943923
93,2005-10-08,35.54593457943923
94,2005-10-15,34.820507343124156
95,2005-10-22,38.44764352469958
96,2005-10-29,39.17307076101467
97,2005-11-05,37.7222162883845
98,2005-11-12,40.62392523364484
99,2005-11-19,58.03417890520692
100,2005-11-26,36.99678905206941
101,2005-12-03,42.074779706275024
102,2005-12-10,46.42734312416554
103,2005-12-17,67.46473297730306
104,2005-12-24,49.329052069425884
105,2005-12-31,36.99678905206941
106,2006-01-07,34.095080106809064
107,2006-01-14,34.820507343124156
108,2006-01-21,33.36965287049398
109,2006-01-28,35.54593457943923
110,2006-02-04,34.095080106809064
111,2006-02-11,34.095080106809064
112,2006-02-18,31.918798397863807
113,2006-02-25,33.36965287049398
114,2006-03-04,29.742516688918545
115,2006-03-11,32.644225634178895
116,2006-03-18,30.46794392523363
117,2006-03-25,29.01708945260346
118,2006-04-01,29.01708945260346
119,2006-04-08,36.271361815754325
120,2006-04-15,29.742516688918545
121,2006-04-22,26.115380507343115
122,2006-04-29,30.46794392523363
123,2006-05-06,30.46794392523363
124,2006-05-13,29.01708945260346
125,2006-05-20,31.193371161548715
126,2006-05-27,29.742516688918545
127,2006-06-03,29.742516688918545
128,2006-06-10,31.193371161548715
129,2006-06-17,30.46794392523363
130,2006-06-24,31.918798397863807
131,2006-07-01,35.54593457943923
132,2006-07-08,33.36965287049398
133,2006-07-15,32.644225634178895
134,2006-07-22,31.918798397863807
135,2006-07-29,33.36965287049398
136,2006-08-05,34.095080106809064
137,2006-08-12,36.271361815754325
138,2006-08-19,32.644225634178895
139,2006-08-26,32.644225634178895
140,2006-09-02,32.644225634178895
141,2006-09-09,30.46794392523363
142,2006-09-16,33.36965287049398
143,2006-09-23,33.36965287049398
144,2006-09-30,34.095080106809064
145,2006-10-07,34.820507343124156
146,2006-10-14,35.54593457943923
147,2006-10-21,36.99678905206941
148,2006-10-28,36.99678905206941
149,2006-11-04,35.54593457943923
150,2006-11-11,38.44764352469958
151,2006-11-18,55.132469959946576
152,2006-11-25,34.820507343124156
153,2006-12-02,39.17307076101467
154,2006-12-09,42.074779706275024
155,2006-12-16,54.40704272363149
156,2006-12-23,52.23076101468623
157,2006-12-30,39.17307076101467
158,2007-01-06,34.095080106809064
159,2007-01-13,34.820507343124156
160,2007-01-20,34.095080106809064
161,2007-01-27,35.54593457943923
162,2007-02-03,33.36965287049398
163,2007-02-10,36.99678905206941
164,2007-02-17,32.644225634178895
165,2007-02-24,30.46794392523363
166,2007-03-03,30.46794392523363
167,2007-03-10,31.193371161548715
168,2007-03-17,29.01708945260346
169,2007-03-24,29.01708945260346
170,2007-03-31,36.99678905206941
171,2007-04-07,30.46794392523363
172,2007-04-14,28.291662216288376
173,2007-04-21,27.566234979973288
174,2007-04-28,29.01708945260346
175,2007-05-05,29.01708945260346
176,2007-05-12,26.840807743658203
177,2007-05-19,29.01708945260346
178,2007-05-26,29.742516688918545
179,2007-06-02,29.742516688918545
180,2007-06-09,29.01708945260346
181,2007-06-16,29.742516688918545
182,2007-06-23,29.742516688918545
183,2007-06-30,34.095080106809064
184,2007-07-07,31.918798397863807
185,2007-07-14,33.36965287049398
186,2007-07-21,31.918798397863807
187,2007-07-28,31.193371161548715
188,2007-08-04,32.644225634178895
189,2007-08-11,33.36965287049398
190,2007-08-18,31.918798397863807
191,2007-08-25,28.291662216288376
192,2007-09-01,31.193371161548715
193,2007-09-08,31.193371161548715
194,2007-09-15,31.193371161548715
195,2007-09-22,31.193371161548715
196,2007-09-29,31.193371161548715
197,2007-10-06,33.36965287049398
198,2007-10-13,30.46794392523363
199,2007-10-20,33.36965287049398
200,2007-10-27,34.820507343124156
201,2007-11-03,34.095080106809064
202,2007-11-10,36.99678905206941
203,2007-11-17,52.23076101468623
204,2007-11-24,32.644225634178895
205,2007-12-01,36.99678905206941
206,2007-12-08,40.62392523364484
207,2007-12-15,49.329052069425884
208,2007-12-22,59.48503337783709
209,2007-12-29,45.70191588785045
210,2008-01-05,33.36965287049398
211,2008-01-12,33.36965287049398
212,2008-01-19,33.36965287049398
213,2008-01-26,31.918798397863807
214,2008-02-02,34.095080106809064
215,2008-02-09,33.36965287049398
216,2008-02-16,29.742516688918545
217,2008-02-23,29.742516688918545
218,2008-03-01,29.742516688918545
219,2008-03-08,28.291662216288376
220,2008-03-15,34.820507343124156
221,2008-03-22,30.46794392523363
222,2008-03-29,28.291662216288376
223,2008-04-05,28.291662216288376
224,2008-04-12,28.291662216288376
225,2008-04-19,27.566234979973288
226,2008-04-26,27.566234979973288
227,2008-05-03,29.742516688918545
228,2008-05-10,27.566234979973288
229,2008-05-17,29.742516688918545
230,2008-05-24,29.01708945260346
231,2008-05-31,27.566234979973288
232,2008-06-07,29.01708945260346
233,2008-06-14,27.566234979973288
234,2008-06-21,29.742516688918545
235,2008-06-28,33.36965287049398
236,2008-07-05,30.46794392523363
237,2008-07-12,30.46794392523363
238,2008-07-19,31.193371161548715
239,2008-07-26,31.918798397863807
240,2008-08-02,31.193371161548715
241,2008-08-09,31.193371161548715
242,2008-08-16,30.46794392523363
243,2008-08-23,29.742516688918545
244,2008-08-30,30.46794392523363
245,2008-09-06,31.918798397863807
246,2008-09-13,30.46794392523363
247,2008-09-20,32.644225634178895
248,2008-09-27,33.36965287049398
249,2008-10-04,34.820507343124156
250,2008-10-11,34.095080106809064
251,2008-10-18,34.820507343124156
252,2008-10-25,36.99678905206941
253,2008-11-01,34.820507343124156
254,2008-11-08,39.89849799732976
255,2008-11-15,39.17307076101467
256,2008-11-22,57.308751668891844
257,2008-11-29,37.086448598130836
258,2008-12-06,42.79205607476635
259,2008-12-13,50.39953271028037
260,2008-12-20,72.27102803738316
261,2008-12-27,51.35046728971962
262,2009-01-03,37.086448598130836
263,2009-01-10,38.037383177570085
264,2009-01-17,36.13551401869158
265,2009-01-24,39.9392523364486
266,2009-01-31,36.13551401869158
267,2009-02-07,38.037383177570085
268,2009-02-14,32.33177570093457
269,2009-02-21,35.18457943925233
270,2009-02-28,33.28271028037383
271,2009-03-07,34.233644859813076
272,2009-03-14,34.233644859813076
273,2009-03-21,35.18457943925233
274,2009-03-28,34.233644859813076
275,2009-04-04,41.8411214953271
276,2009-04-11,37.086448598130836
277,2009-04-18,32.33177570093457
278,2009-04-25,33.28271028037383
279,2009-05-02,37.086448598130836
280,2009-05-09,35.18457943925233
281,2009-05-16,35.18457943925233
282,2009-05-23,37.086448598130836
283,2009-05-30,36.13551401869158
284,2009-06-06,38.98831775700934
285,2009-06-13,39.9392523364486
286,2009-06-20,36.13551401869158
287,2009-06-27,41.8411214953271
288,2009-07-04,39.9392523364486
289,2009-07-11,40.89018691588785
290,2009-07-18,43.742990654205606
291,2009-07-25,43.742990654205606
292,2009-08-01,42.79205607476635
293,2009-08-08,44.693925233644855
294,2009-08-15,42.79205607476635
295,2009-08-22,45.6448598130841
296,2009-08-29,41.8411214953271
297,2009-09-05,43.742990654205606
298,2009-09-12,43.742990654205606
299,2009-09-19,43.742990654205606
300,2009-09-26,43.742990654205606
301,2009-10-03,47.54672897196261
302,2009-10-10,46.59579439252336
303,2009-10-17,46.59579439252336
304,2009-10-24,48.49766355140186
305,2009-10-31,45.6448598130841
306,2009-11-07,44.693925233644855
307,2009-11-14,51.35046728971962
308,2009-11-21,72.27102803738316
309,2009-11-28,45.6448598130841
310,2009-12-05,53.25233644859813
311,2009-12-12,61.81074766355139
312,2009-12-19,95.09345794392522
313,2009-12-26,65.6144859813084
314,2010-01-02,47.54672897196261
315,2010-01-09,45.6448598130841
316,2010-01-16,46.59579439252336
317,2010-01-23,48.49766355140186
318,2010-01-30,50.39953271028037
319,2010-02-06,48.49766355140186
320,2010-02-13,46.59579439252336
321,2010-02-20,43.742990654205606
322,2010-02-27,42.79205607476635
323,2010-03-06,43.742990654205606
324,2010-03-13,44.693925233644855
325,2010-03-20,43.742990654205606
326,2010-03-27,51.35046728971962
327,2010-04-03,42.79205607476635
328,2010-04-10,39.9392523364486
329,2010-04-17,39.9392523364486
330,2010-04-24,43.742990654205606
331,2010-05-01,45.6448598130841
332,2010-05-08,40.89018691588785
333,2010-05-15,41.8411214953271
334,2010-05-22,38.98831775700934
335,2010-05-29,42.79205607476635
336,2010-06-05,39.9392523364486
337,2010-06-12,40.89018691588785
338,2010-06-19,42.79205607476635
339,2010-06-26,42.79205607476635
340,2010-07-03,48.49766355140186
341,2010-07-10,45.6448598130841
342,2010-07-17,46.59579439252336
343,2010-07-24,45.6448598130841
344,2010-07-31,46.59579439252336
345,2010-08-07,45.6448598130841
346,2010-08-14,45.6448598130841
347,2010-08-21,45.6448598130841
348,2010-08-28,44.693925233644855
349,2010-09-04,46.59579439252336
350,2010-09-11,45.6448598130841
351,2010-09-18,44.693925233644855
352,2010-09-25,45.6448598130841
353,2010-10-02,48.49766355140186
354,2010-10-09,46.59579439252336
355,2010-10-16,44.693925233644855
356,2010-10-23,47.54672897196261
357,2010-10-30,46.59579439252336
358,2010-11-06,47.54672897196261
359,2010-11-13,54.20327102803738
360,2010-11-20,73.22196261682241
361,2010-11-27,47.54672897196261
362,2010-12-04,54.20327102803738
363,2010-12-11,59.90887850467289
364,2010-12-18,92.24065420560747
365,2010-12-25,59.90887850467289
366,2011-01-01,51.35046728971962
367,2011-01-08,49.44859813084111
368,2011-01-15,49.44859813084111
369,2011-01-22,46.59579439252336
370,2011-01-29,52.30140186915887
371,2011-02-05,47.54672897196261
372,2011-02-12,45.6448598130841
373,2011-02-19,42.79205607476635
374,2011-02-26,42.79205607476635
375,2011-03-05,45.6448598130841
376,2011-03-12,43.742990654205606
377,2011-03-19,41.8411214953271
378,2011-03-26,41.8411214953271
379,2011-04-02,40.89018691588785
380,2011-04-09,41.8411214953271
381,2011-04-16,51.35046728971962
382,2011-04-23,41.8411214953271
383,2011-04-30,41.8411214953271
384,2011-05-07,40.89018691588785
385,2011-05-14,40.89018691588785
386,2011-05-21,40.89018691588785
387,2011-05-28,43.742990654205606
388,2011-06-04,41.8411214953271
389,2011-06-11,42.79205607476635
390,2011-06-18,45.6448598130841
391,2011-06-25,44.693925233644855
392,2011-07-02,45.6448598130841
393,2011-07-09,45.6448598130841
394,2011-07-16,47.54672897196261
395,2011-07-23,45.6448598130841
396,2011-07-30,48.49766355140186
397,2011-08-06,47.54672897196261
398,2011-08-13,46.59579439252336
399,2011-08-20,45.6448598130841
400,2011-08-27,45.6448598130841
401,2011-09-03,46.59579439252336
402,2011-09-10,45.6448598130841
403,2011-09-17,45.6448598130841
404,2011-09-24,46.59579439252336
405,2011-10-01,46.59579439252336
406,2011-10-08,45.6448598130841
407,2011-10-15,47.54672897196261
408,2011-10-22,49.44859813084111
409,2011-10-29,49.44859813084111
410,2011-11-05,51.35046728971962
411,2011-11-12,53.25233644859813
412,2011-11-19,73.22196261682241
413,2011-11-26,50.39953271028037
414,2011-12-03,54.20327102803738
415,2011-12-10,61.81074766355139
416,2011-12-17,92.24065420560747
417,2011-12-24,64.66355140186914
418,2011-12-31,53.25233644859813
419,2012-01-07,51.35046728971962
420,2012-01-14,51.35046728971962
421,2012-01-21,51.35046728971962
422,2012-01-28,48.49766355140186
423,2012-02-04,50.39953271028037
424,2012-02-11,51.35046728971962
425,2012-02-18,60.85981308411215
426,2012-02-25,48.49766355140186
427,2012-03-03,45.6448598130841
428,2012-03-10,48.49766355140186
429,2012-03-17,45.6448598130841
430,2012-03-24,43.742990654205606
431,2012-03-31,54.20327102803738
432,2012-04-07,48.49766355140186
433,2012-04-14,45.6448598130841
434,2012-04-21,46.59579439252336
435,2012-04-28,48.49766355140186
436,2012-05-05,47.54672897196261
437,2012-05-12,50.39953271028037
438,2012-05-19,46.59579439252336
439,2012-05-26,49.44859813084111
440,2012-06-02,49.44859813084111
441,2012-06-09,49.44859813084111
442,2012-06-16,51.35046728971962
443,2012-06-23,51.35046728971962
444,2012-06-30,57.05607476635514
445,2012-07-07,51.35046728971962
446,2012-07-14,53.25233644859813
447,2012-07-21,55.154205607476634
448,2012-07-28,53.25233644859813
449,2012-08-04,53.25233644859813
450,2012-08-11,55.154205607476634
451,2012-08-18,54.20327102803738
452,2012-08-25,54.20327102803738
453,2012-09-01,53.25233644859813
454,2012-09-08,53.25233644859813
455,2012-09-15,51.35046728971962
456,2012-09-22,53.25233644859813
457,2012-09-29,54.20327102803738
458,2012-10-06,55.154205607476634
459,2012-10-13,54.20327102803738
460,2012-10-20,55.154205607476634
461,2012-10-27,57.05607476635514
462,2012-11-03,51.35046728971962
463,2012-11-10,58.957943925233636
464,2012-11-17,79.8785046728972
465,2012-11-24,54.0
466,2012-12-01,55.99999999999999
467,2012-12-08,60.0
468,2012-12-15,76.99999999999999
469,2012-12-22,92.0
470,2012-12-29,68.0
471,2013-01-05,54.99999999999999
472,2013-01-12,54.99999999999999
473,2013-01-19,57.99999999999999
474,2013-01-26,56.99999999999999
475,2013-02-02,56.99999999999999
476,2013-02-09,60.0
477,2013-02-16,52.99999999999999
478,2013-02-23,51.0
479,2013-03-02,51.0
480,2013-03-09,54.99999999999999
481,2013-03-16,54.99999999999999
482,2013-03-23,59.0
483,2013-03-30,51.0
484,2013-04-06,50.0
485,2013-04-13,51.0
486,2013-04-20,49.0
487,2013-04-27,52.0
488,2013-05-04,49.0
489,2013-05-11,47.0
490,2013-05-18,48.0
491,2013-05-25,52.0
492,2013-06-01,46.0
493,2013-06-08,50.0
494,2013-06-15,50.0
495,2013-06-22,54.0
496,2013-06-29,55.99999999999999
497,2013-07-06,52.99999999999999
498,2013-07-13,55.99999999999999
499,2013-07-20,55.99999999999999
500,2013-07-27,55.99999999999999
501,2013-08-03,56.99999999999999
502,2013-08-10,54.0
503,2013-08-17,54.0
504,2013-08-24,54.0
505,2013-08-31,56.99999999999999
506,2013-09-07,54.0
507,2013-09-14,54.0
508,2013-09-21,54.0
509,2013-09-28,52.0
510,2013-10-05,52.99999999999999
511,2013-10-12,57.99999999999999
512,2013-10-19,55.99999999999999
513,2013-10-26,54.0
514,2013-11-02,52.99999999999999
515,2013-11-09,55.99999999999999
516,2013-11-16,61.999999999999986
517,2013-11-23,86.99999999999999
518,2013-11-30,55.99999999999999
519,2013-12-07,61.999999999999986
520,2013-12-14,68.0
521,2013-12-21,100.0
522,2013-12-28,74.0
523,2014-01-04,56.99999999999999
524,2014-01-11,55.99999999999999
525,2014-01-18,60.0
526,2014-01-25,59.0
527,2014-02-01,52.99999999999999
528,2014-02-08,56.99999999999999
529,2014-02-15,52.99999999999999
530,2014-02-22,51.0
531,2014-03-01,56.99999999999999
532,2014-03-08,49.0
533,2014-03-15,50.0
534,2014-03-22,51.0
535,2014-03-29,48.0
536,2014-04-05,48.0
537,2014-04-12,56.99999999999999
538,2014-04-19,47.0
539,2014-04-26,48.0
540,2014-05-03,49.0
541,2014-05-10,46.0
542,2014-05-17,46.0
543,2014-05-24,46.0
544,2014-05-31,43.99999999999999
545,2014-06-07,46.0
546,2014-06-14,47.0
547,2014-06-21,48.0
548,2014-06-28,52.99999999999999
549,2014-07-05,51.0
550,2014-07-12,52.0
551,2014-07-19,51.0
552,2014-07-26,52.0
553,2014-08-02,51.0
554,2014-08-09,51.0
555,2014-08-16,52.0
556,2014-08-23,48.0
557,2014-08-30,50.0
558,2014-09-06,49.0
559,2014-09-13,49.0
560,2014-09-20,50.0
561,2014-09-27,48.0
562,2014-10-04,51.0
563,2014-10-11,52.99999999999999
564,2014-10-18,51.0
565,2014-10-25,52.0
