,Search Term,cowspiracy: the sustainability secret
141,2015-08-08,6.999999999999999
142,2015-08-15,6.999999999999999
143,2015-08-22,8.0
144,2015-08-29,8.0
145,2015-09-05,17.0
146,2015-09-12,50.0
147,2015-09-19,100.0
148,2015-09-26,86.0
149,2015-10-03,67.0
150,2015-10-10,55.99999999999999
151,2015-10-17,43.0
152,2015-10-24,42.0
153,2015-10-31,50.0
154,2015-11-07,43.0
155,2015-11-14,38.0
156,2015-11-21,36.00000000000001
157,2015-11-28,41.0
158,2015-12-05,33.0
159,2015-12-12,32.0
160,2015-12-19,26.0
161,2015-12-26,30.0
162,2016-01-02,31.0
163,2016-01-09,28.999999999999996
164,2016-01-16,34.0
165,2016-01-23,35.0
166,2016-01-30,27.999999999999996
167,2016-02-06,26.999999999999996
168,2016-02-13,26.999999999999996
169,2016-02-20,26.999999999999996
170,2016-02-27,40.0
171,2016-03-05,27.999999999999996
172,2016-03-12,27.999999999999996
173,2016-03-19,26.0
174,2016-03-26,28.999999999999996
175,2016-04-02,26.0
176,2016-04-09,26.0
177,2016-04-16,27.999999999999996
178,2016-04-23,23.0
179,2016-04-30,23.0
180,2016-05-07,21.0
181,2016-05-14,23.0
182,2016-05-21,20.0
183,2016-05-28,22.0
184,2016-06-04,20.0
185,2016-06-11,13.999999999999998
186,2016-06-18,13.0
187,2016-06-25,13.999999999999998
188,2016-07-02,13.999999999999998
189,2016-07-09,13.0
190,2016-07-16,13.0
191,2016-07-23,13.999999999999998
192,2016-07-30,13.0
193,2016-08-06,13.0
194,2016-08-13,12.000000000000002
195,2016-08-20,13.999999999999998
196,2016-08-27,13.999999999999998
197,2016-09-03,15.0
198,2016-09-10,15.0
199,2016-09-17,15.0
200,2016-09-24,15.0
201,2016-10-01,13.999999999999998
202,2016-10-08,13.999999999999998
203,2016-10-15,13.999999999999998
204,2016-10-22,13.999999999999998
205,2016-10-29,22.0
206,2016-11-05,20.0
207,2016-11-12,17.0
208,2016-11-19,16.0
209,2016-11-26,16.20556745182013
210,2016-12-03,14.886509635974306
211,2016-12-10,14.321199143468952
212,2016-12-17,13.002141327623129
213,2016-12-24,13.567451820128479
214,2016-12-31,16.017130620985014
215,2017-01-07,15.45182012847966
216,2017-01-14,15.263383297644543
217,2017-01-21,14.886509635974306
218,2017-01-28,14.698072805139187
219,2017-02-04,12.813704496788011
220,2017-02-11,15.45182012847966
221,2017-02-18,16.017130620985014
222,2017-02-25,15.640256959314778
223,2017-03-04,13.567451820128479
224,2017-03-11,17.14775160599572
225,2017-03-18,16.20556745182013
226,2017-03-25,15.828693790149895
227,2017-04-01,13.567451820128479
228,2017-04-08,14.509635974304071
229,2017-04-15,15.828693790149895
230,2017-04-22,15.640256959314778
231,2017-04-29,14.886509635974306
232,2017-05-06,14.509635974304071
233,2017-05-13,12.813704496788011
234,2017-05-20,11.683083511777303
235,2017-05-27,13.755888650963598
236,2017-06-03,13.002141327623129
237,2017-06-10,11.87152034261242
238,2017-06-17,15.45182012847966
239,2017-06-24,16.770877944325484
240,2017-07-01,16.770877944325484
241,2017-07-08,18.84368308351178
242,2017-07-15,18.278372591006427
243,2017-07-22,17.901498929336192
244,2017-07-29,16.959314775160603
245,2017-08-05,16.017130620985014
246,2017-08-12,14.509635974304071
247,2017-08-19,13.190578158458244
248,2017-08-26,14.132762312633835
249,2017-09-02,13.002141327623129
250,2017-09-09,12.436830835117775
251,2017-09-16,13.002141327623129
252,2017-09-23,11.683083511777303
253,2017-09-30,12.059957173447538
254,2017-10-07,13.002141327623129
255,2017-10-14,11.117773019271949
256,2017-10-21,11.683083511777303
257,2017-10-28,11.494646680942184
258,2017-11-04,12.248394004282655
259,2017-11-11,11.306209850107066
260,2017-11-18,9.798715203426125
261,2017-11-25,9.987152034261245
262,2017-12-02,11.494646680942184
263,2017-12-09,9.987152034261245
264,2017-12-16,9.044967880085654
265,2017-12-23,9.044967880085654
266,2017-12-30,12.436830835117775
267,2018-01-06,11.117773019271949
268,2018-01-13,11.87152034261242
269,2018-01-20,11.494646680942184
270,2018-01-27,11.306209850107066
271,2018-02-03,9.798715203426125
272,2018-02-10,10.17558886509636
273,2018-02-17,9.798715203426125
274,2018-02-24,10.552462526766595
275,2018-03-03,10.740899357601712
276,2018-03-10,9.233404710920773
277,2018-03-17,10.552462526766595
278,2018-03-24,9.987152034261245
279,2018-03-31,10.364025695931478
280,2018-04-07,9.798715203426125
281,2018-04-14,9.798715203426125
282,2018-04-21,9.610278372591008
283,2018-04-28,9.610278372591008
284,2018-05-05,9.044967880085654
285,2018-05-12,8.479657387580302
286,2018-05-19,7.914346895074948
287,2018-05-26,8.668094218415419
288,2018-06-02,7.537473233404711
289,2018-06-09,8.291220556745182
290,2018-06-16,6.972162740899359
291,2018-06-23,6.406852248394006
292,2018-06-30,6.595289079229122
293,2018-07-07,6.972162740899359
294,2018-07-14,6.972162740899359
295,2018-07-21,6.7837259100642395
296,2018-07-28,7.537473233404711
297,2018-08-04,8.479657387580302
298,2018-08-11,7.537473233404711
299,2018-08-18,8.668094218415419
300,2018-08-25,8.668094218415419
301,2018-09-01,7.72591006423983
302,2018-09-08,7.914346895074948
303,2018-09-15,7.537473233404711
304,2018-09-22,7.349036402569594
305,2018-09-29,7.349036402569594
306,2018-10-06,10.929336188436832
307,2018-10-13,10.17558886509636
308,2018-10-20,8.291220556745182
309,2018-10-27,8.291220556745182
310,2018-11-03,8.668094218415419
311,2018-11-10,9.610278372591008
312,2018-11-17,9.044967880085654
313,2018-11-24,9.044967880085654
314,2018-12-01,9.233404710920773
315,2018-12-08,7.349036402569594
316,2018-12-15,7.160599571734476
317,2018-12-22,6.406852248394006
318,2018-12-29,13.379014989293363
319,2019-01-05,10.929336188436832
320,2019-01-12,11.494646680942184
321,2019-01-19,10.552462526766595
322,2019-01-26,9.42184154175589
323,2019-02-02,9.610278372591008
324,2019-02-09,9.42184154175589
325,2019-02-16,8.668094218415419
326,2019-02-23,9.610278372591008
327,2019-03-02,8.291220556745182
328,2019-03-09,9.233404710920773
329,2019-03-16,9.42184154175589
330,2019-03-23,7.72591006423983
331,2019-03-30,8.668094218415419
332,2019-04-06,8.291220556745182
333,2019-04-13,7.537473233404711
334,2019-04-20,9.42184154175589
335,2019-04-27,9.798715203426125
336,2019-05-04,9.044967880085654
337,2019-05-11,9.233404710920773
338,2019-05-18,8.102783725910065
339,2019-05-25,7.72591006423983
340,2019-06-01,7.914346895074948
341,2019-06-08,8.102783725910065
342,2019-06-15,7.349036402569594
343,2019-06-22,7.160599571734476
344,2019-06-29,6.972162740899359
345,2019-07-06,6.595289079229122
346,2019-07-13,7.160599571734476
347,2019-07-20,6.972162740899359
348,2019-07-27,7.349036402569594
349,2019-08-03,7.537473233404711
350,2019-08-10,8.102783725910065
351,2019-08-17,13.944325481798717
352,2019-08-24,12.436830835117775
353,2019-08-31,8.856531049250536
354,2019-09-07,8.668094218415419
355,2019-09-14,9.044967880085654
356,2019-09-21,11.87152034261242
357,2019-09-28,9.610278372591008
358,2019-10-05,9.233404710920773
359,2019-10-12,9.233404710920773
360,2019-10-19,9.233404710920773
361,2019-10-26,10.740899357601712
362,2019-11-02,9.987152034261245
363,2019-11-09,10.364025695931478
364,2019-11-16,9.610278372591008
365,2019-11-23,8.856531049250536
366,2019-11-30,7.72591006423983
367,2019-12-07,7.537473233404711
368,2019-12-14,6.406852248394006
369,2019-12-21,6.406852248394006
370,2019-12-28,8.479657387580302
371,2020-01-04,10.929336188436832
372,2020-01-11,9.044967880085654
373,2020-01-18,9.42184154175589
374,2020-01-25,8.119914346895078
375,2020-02-01,7.7139186295503235
376,2020-02-08,8.119914346895078
377,2020-02-15,8.119914346895078
378,2020-02-22,6.089935760171308
379,2020-02-29,6.495931477516062
380,2020-03-07,6.495931477516062
381,2020-03-14,5.683940042826554
382,2020-03-21,7.307922912205569
383,2020-03-28,7.307922912205569
384,2020-04-04,7.307922912205569
385,2020-04-11,7.7139186295503235
386,2020-04-18,7.7139186295503235
387,2020-04-25,8.52591006423983
388,2020-05-02,7.7139186295503235
389,2020-05-09,7.7139186295503235
390,2020-05-16,6.901927194860816
391,2020-05-23,6.089935760171308
392,2020-05-30,5.2779443254818
393,2020-06-06,7.307922912205569
394,2020-06-13,5.2779443254818
395,2020-06-20,5.2779443254818
396,2020-06-27,4.871948608137046
397,2020-07-04,5.2779443254818
398,2020-07-11,5.2779443254818
399,2020-07-18,5.683940042826554
400,2020-07-25,5.683940042826554
401,2020-08-01,4.871948608137046
402,2020-08-08,4.871948608137046
403,2020-08-15,5.683940042826554
404,2020-08-22,6.089935760171308
405,2020-08-29,5.2779443254818
406,2020-09-05,5.683940042826554
407,2020-09-12,6.901927194860816
408,2020-09-19,6.089935760171308
409,2020-09-26,5.683940042826554
410,2020-10-03,5.683940042826554
411,2020-10-10,4.465952890792292
412,2020-10-17,4.871948608137046
413,2020-10-24,4.465952890792292
414,2020-10-31,4.059957173447539
415,2020-11-07,4.059957173447539
416,2020-11-14,4.465952890792292
417,2020-11-21,3.6539614561027847
418,2020-11-28,4.059957173447539
419,2020-12-05,4.059957173447539
420,2020-12-12,4.059957173447539
421,2020-12-19,2.841970021413277
422,2020-12-26,4.465952890792292
423,2021-01-02,4.465952890792292
424,2021-01-09,4.871948608137046
425,2021-01-16,4.059957173447539
426,2021-01-23,4.871948608137046
427,2021-01-30,4.465952890792292
428,2021-02-06,3.6539614561027847
429,2021-02-13,4.465952890792292
430,2021-02-20,4.059957173447539
431,2021-02-27,4.465952890792292
432,2021-03-06,4.059957173447539
433,2021-03-13,4.871948608137046
434,2021-03-20,11.773875802997862
435,2021-03-27,34.10364025695932
436,2021-04-03,40.59957173447539
437,2021-04-10,25.577730192719493
438,2021-04-17,19.893790149892936
439,2021-04-24,14.209850107066385
440,2021-05-01,12.179871520342616
441,2021-05-08,9.743897216274092
442,2021-05-15,8.52591006423983
443,2021-05-22,7.7139186295503235
444,2021-05-29,6.495931477516062
445,2021-06-05,6.495931477516062
446,2021-06-12,5.683940042826554
447,2021-06-19,5.2779443254818
448,2021-06-26,4.871948608137046
449,2021-07-03,4.871948608137046
450,2021-07-10,5.2779443254818
451,2021-07-17,4.465952890792292
452,2021-07-24,5.2779443254818
453,2021-07-31,4.059957173447539
454,2021-08-07,4.871948608137046
455,2021-08-14,4.871948608137046
456,2021-08-21,4.465952890792292
457,2021-08-28,4.059957173447539
458,2021-09-04,4.871948608137046
459,2021-09-11,4.465952890792292
460,2021-09-18,4.465952890792292
461,2021-09-25,3.6539614561027847
462,2021-10-02,3.6539614561027847
463,2021-10-09,4.059957173447539
464,2021-10-16,4.059957173447539
465,2021-10-23,3.6539614561027847
466,2021-10-30,4.465952890792292
467,2021-11-06,4.465952890792292
468,2021-11-13,4.465952890792292
469,2021-11-20,4.059957173447539
470,2021-11-27,3.247965738758031
471,2021-12-04,2.435974304068523
472,2021-12-11,2.435974304068523
473,2021-12-18,2.435974304068523
474,2021-12-25,3.6539614561027847
475,2022-01-01,4.871948608137046
476,2022-01-08,5.2779443254818
477,2022-01-15,4.059957173447539
478,2022-01-22,4.465952890792292
479,2022-01-29,5.2779443254818
480,2022-02-05,3.247965738758031
481,2022-02-12,4.059957173447539
482,2022-02-19,3.6539614561027847
483,2022-02-26,3.6539614561027847
484,2022-03-05,3.6539614561027847
485,2022-03-12,3.6539614561027847
486,2022-03-19,3.6539614561027847
487,2022-03-26,4.465952890792292
488,2022-04-02,4.059957173447539
489,2022-04-09,3.247965738758031
490,2022-04-16,4.059957173447539
491,2022-04-23,4.465952890792292
492,2022-04-30,3.6539614561027847
493,2022-05-07,3.6539614561027847
494,2022-05-14,2.841970021413277
495,2022-05-21,3.247965738758031
496,2022-05-28,3.247965738758031
497,2022-06-04,3.247965738758031
498,2022-06-11,3.247965738758031
499,2022-06-18,4.059957173447539
500,2022-06-25,2.841970021413277
501,2022-07-02,2.841970021413277
502,2022-07-09,2.0299785867237694
503,2022-07-16,3.247965738758031
504,2022-07-23,2.435974304068523
505,2022-07-30,2.841970021413277
506,2022-08-06,2.841970021413277
507,2022-08-13,2.841970021413277
508,2022-08-20,2.841970021413277
509,2022-08-27,3.6539614561027847
510,2022-09-03,2.841970021413277
511,2022-09-10,2.841970021413277
512,2022-09-17,2.841970021413277
513,2022-09-24,2.435974304068523
514,2022-10-01,3.247965738758031
515,2022-10-08,2.841970021413277
516,2022-10-15,3.247965738758031
517,2022-10-22,3.6539614561027847
518,2022-10-29,2.841970021413277
519,2022-11-05,3.247965738758031
520,2022-11-12,2.435974304068523
521,2022-11-19,2.435974304068523
522,2022-11-26,2.841970021413277
523,2022-12-03,2.435974304068523
524,2022-12-10,2.841970021413277
525,2022-12-17,2.0299785867237694
526,2022-12-24,2.0299785867237694
527,2022-12-31,2.435974304068523
528,2023-01-07,2.841970021413277
529,2023-01-14,2.435974304068523
530,2023-01-21,2.435974304068523
531,2023-01-28,2.435974304068523
532,2023-02-04,2.841970021413277
533,2023-02-11,2.435974304068523
534,2023-02-18,2.435974304068523
535,2023-02-25,2.841970021413277
536,2023-03-04,2.435974304068523
537,2023-03-11,2.841970021413277
538,2023-03-18,2.841970021413277
539,2023-03-25,2.841970021413277
540,2023-04-01,2.0299785867237694
541,2023-04-08,2.435974304068523
542,2023-04-15,2.841970021413277
543,2023-04-22,2.841970021413277
544,2023-04-29,3.247965738758031
545,2023-05-06,2.435974304068523
546,2023-05-13,2.435974304068523
547,2023-05-20,2.435974304068523
548,2023-05-27,2.435974304068523
549,2023-06-03,2.435974304068523
550,2023-06-10,2.0299785867237694
551,2023-06-17,2.0299785867237694
552,2023-06-24,1.6239828693790155
553,2023-07-01,1.6239828693790155
554,2023-07-08,2.0299785867237694
555,2023-07-15,1.6239828693790155
556,2023-07-22,2.0299785867237694
557,2023-07-29,1.6239828693790155
558,2023-08-05,1.6239828693790155
559,2023-08-12,2.841970021413277
560,2023-08-19,2.435974304068523
561,2023-08-26,1.6239828693790155
562,2023-09-02,1.6239828693790155
563,2023-09-09,1.6239828693790155
564,2023-09-16,1.6239828693790155
565,2023-09-23,2.0299785867237694
566,2023-09-30,2.435974304068523
567,2023-10-07,1.6239828693790155
568,2023-10-14,2.0299785867237694
569,2023-10-21,2.0299785867237694
570,2023-10-28,2.435974304068523
571,2023-11-04,2.435974304068523
572,2023-11-11,2.0299785867237694
573,2023-11-18,2.435974304068523
574,2023-11-25,2.0299785867237694
575,2023-12-02,2.0299785867237694
576,2023-12-09,1.6239828693790155
577,2023-12-16,1.6239828693790155
578,2023-12-23,1.6239828693790155
579,2023-12-30,2.435974304068523
580,2024-01-06,2.841970021413277
581,2024-01-13,2.435974304068523
582,2024-01-20,2.435974304068523
583,2024-01-27,2.0299785867237694
584,2024-02-03,2.435974304068523
585,2024-02-10,2.0299785867237694
586,2024-02-17,3.247965738758031
587,2024-02-24,2.0299785867237694
588,2024-03-02,2.435974304068523
589,2024-03-09,2.0299785867237694
590,2024-03-16,2.841970021413277
591,2024-03-23,2.435974304068523
592,2024-03-30,2.435974304068523
593,2024-04-06,2.0299785867237694
594,2024-04-13,2.0299785867237694
595,2024-04-20,2.435974304068523
596,2024-04-27,2.841970021413277
597,2024-05-04,1.6239828693790155
598,2024-05-11,2.435974304068523
599,2024-05-18,2.0299785867237694
600,2024-05-25,2.0299785867237694
