,Search Term,plant based recipe
140,2015-08-01,6.153846153846153
141,2015-08-08,0.0
142,2015-08-15,0.0
143,2015-08-22,0.0
144,2015-08-29,0.0
145,2015-09-05,5.1923076923076925
146,2015-09-12,6.153846153846153
147,2015-09-19,0.0
148,2015-09-26,5.769230769230769
149,2015-10-03,6.923076923076923
150,2015-10-10,5.1923076923076925
151,2015-10-17,5.0
152,2015-10-24,7.307692307692307
153,2015-10-31,0.0
154,2015-11-07,0.0
155,2015-11-14,6.538461538461539
156,2015-11-21,0.0
157,2015-11-28,6.730769230769231
158,2015-12-05,0.0
159,2015-12-12,6.153846153846153
160,2015-12-19,0.0
161,2015-12-26,10.961538461538462
162,2016-01-02,0.0
163,2016-01-09,6.538461538461539
164,2016-01-16,6.538461538461539
165,2016-01-23,8.653846153846153
166,2016-01-30,0.0
167,2016-02-06,7.692307692307692
168,2016-02-13,0.0
169,2016-02-20,5.769230769230769
170,2016-02-27,6.923076923076923
171,2016-03-05,0.0
172,2016-03-12,6.923076923076923
173,2016-03-19,10.0
174,2016-03-26,5.1923076923076925
175,2016-04-02,7.115384615384617
176,2016-04-09,8.653846153846153
177,2016-04-16,8.846153846153847
178,2016-04-23,5.384615384615385
179,2016-04-30,9.615384615384615
180,2016-05-07,6.153846153846153
181,2016-05-14,0.0
182,2016-05-21,0.0
183,2016-05-28,9.423076923076923
184,2016-06-04,0.0
185,2016-06-11,0.0
186,2016-06-18,0.0
187,2016-06-25,7.115384615384617
188,2016-07-02,5.5769230769230775
189,2016-07-09,6.346153846153846
190,2016-07-16,9.038461538461538
191,2016-07-23,0.0
192,2016-07-30,9.807692307692308
193,2016-08-06,0.0
194,2016-08-13,6.730769230769231
195,2016-08-20,0.0
196,2016-08-27,5.1923076923076925
197,2016-09-03,8.461538461538462
198,2016-09-10,6.153846153846153
199,2016-09-17,10.192307692307692
200,2016-09-24,5.0
201,2016-10-01,5.384615384615385
202,2016-10-08,7.307692307692307
203,2016-10-15,7.115384615384617
204,2016-10-22,6.346153846153846
205,2016-10-29,5.5769230769230775
206,2016-11-05,6.346153846153846
207,2016-11-12,9.615384615384615
208,2016-11-19,12.115384615384615
209,2016-11-26,13.0
210,2016-12-03,9.0
211,2016-12-10,11.0
212,2016-12-17,10.0
213,2016-12-24,13.0
214,2016-12-31,19.0
215,2017-01-07,13.0
216,2017-01-14,15.0
217,2017-01-21,11.0
218,2017-01-28,11.0
219,2017-02-04,12.000000000000002
220,2017-02-11,13.0
221,2017-02-18,13.0
222,2017-02-25,10.0
223,2017-03-04,10.0
224,2017-03-11,13.0
225,2017-03-18,12.000000000000002
226,2017-03-25,13.0
227,2017-04-01,10.0
228,2017-04-08,13.0
229,2017-04-15,9.0
230,2017-04-22,11.0
231,2017-04-29,16.0
232,2017-05-06,12.000000000000002
233,2017-05-13,8.0
234,2017-05-20,11.0
235,2017-05-27,10.0
236,2017-06-03,12.000000000000002
237,2017-06-10,9.0
238,2017-06-17,18.0
239,2017-06-24,27.0
240,2017-07-01,25.0
241,2017-07-08,31.0
242,2017-07-15,34.0
243,2017-07-22,32.0
244,2017-07-29,25.0
245,2017-08-05,22.0
246,2017-08-12,28.999999999999996
247,2017-08-19,22.0
248,2017-08-26,20.0
249,2017-09-02,21.0
250,2017-09-09,15.0
251,2017-09-16,18.0
252,2017-09-23,14.000000000000002
253,2017-09-30,18.0
254,2017-10-07,18.0
255,2017-10-14,14.000000000000002
256,2017-10-21,22.0
257,2017-10-28,16.0
258,2017-11-04,17.0
259,2017-11-11,19.0
260,2017-11-18,15.0
261,2017-11-25,18.0
262,2017-12-02,15.0
263,2017-12-09,23.0
264,2017-12-16,14.000000000000002
265,2017-12-23,23.0
266,2017-12-30,26.0
267,2018-01-06,26.0
268,2018-01-13,21.0
269,2018-01-20,21.0
270,2018-01-27,20.0
271,2018-02-03,21.0
272,2018-02-10,18.0
273,2018-02-17,22.0
274,2018-02-24,21.0
275,2018-03-03,20.0
276,2018-03-10,20.0
277,2018-03-17,20.0
278,2018-03-24,17.0
279,2018-03-31,22.0
280,2018-04-07,21.0
281,2018-04-14,19.0
282,2018-04-21,15.0
283,2018-04-28,19.0
284,2018-05-05,15.0
285,2018-05-12,19.0
286,2018-05-19,18.0
287,2018-05-26,22.0
288,2018-06-02,15.0
289,2018-06-09,23.0
290,2018-06-16,17.0
291,2018-06-23,15.0
292,2018-06-30,18.0
293,2018-07-07,16.0
294,2018-07-14,18.0
295,2018-07-21,19.0
296,2018-07-28,16.0
297,2018-08-04,18.0
298,2018-08-11,18.0
299,2018-08-18,19.0
300,2018-08-25,17.0
301,2018-09-01,18.0
302,2018-09-08,19.0
303,2018-09-15,16.0
304,2018-09-22,16.0
305,2018-09-29,19.0
306,2018-10-06,17.0
307,2018-10-13,10.0
308,2018-10-20,15.0
309,2018-10-27,18.0
310,2018-11-03,21.0
311,2018-11-10,17.0
312,2018-11-17,13.0
313,2018-11-24,16.0
314,2018-12-01,17.0
315,2018-12-08,16.0
316,2018-12-15,12.000000000000002
317,2018-12-22,18.0
318,2018-12-29,20.0
319,2019-01-05,23.0
320,2019-01-12,28.000000000000004
321,2019-01-19,21.0
322,2019-01-26,24.000000000000004
323,2019-02-02,23.0
324,2019-02-09,20.0
325,2019-02-16,26.0
326,2019-02-23,25.0
327,2019-03-02,20.0
328,2019-03-09,20.0
329,2019-03-16,23.0
330,2019-03-23,23.0
331,2019-03-30,21.0
332,2019-04-06,15.0
333,2019-04-13,21.0
334,2019-04-20,21.0
335,2019-04-27,26.0
336,2019-05-04,21.0
337,2019-05-11,17.0
338,2019-05-18,21.0
339,2019-05-25,24.000000000000004
340,2019-06-01,26.0
341,2019-06-08,25.0
342,2019-06-15,21.0
343,2019-06-22,24.000000000000004
344,2019-06-29,26.0
345,2019-07-06,23.0
346,2019-07-13,24.000000000000004
347,2019-07-20,21.0
348,2019-07-27,22.0
349,2019-08-03,27.0
350,2019-08-10,35.0
351,2019-08-17,27.0
352,2019-08-24,28.999999999999996
353,2019-08-31,28.999999999999996
354,2019-09-07,30.0
355,2019-09-14,28.000000000000004
356,2019-09-21,23.0
357,2019-09-28,25.0
358,2019-10-05,35.0
359,2019-10-12,44.0
360,2019-10-19,87.0
361,2019-10-26,100.0
362,2019-11-02,95.0
363,2019-11-09,92.0
364,2019-11-16,91.0
365,2019-11-23,73.0
366,2019-11-30,68.0
367,2019-12-07,56.00000000000001
368,2019-12-14,57.00000000000001
369,2019-12-21,49.0
370,2019-12-28,99.0
371,2020-01-04,93.0
372,2020-01-11,80.0
373,2020-01-18,70.0
374,2020-01-25,69.98975409836066
375,2020-02-01,60.09221311475411
376,2020-02-08,52.31557377049181
377,2020-02-15,65.04098360655739
378,2020-02-22,51.60860655737706
379,2020-02-29,45.95286885245902
380,2020-03-07,48.78073770491804
381,2020-03-14,38.88319672131148
382,2020-03-21,41.004098360655746
383,2020-03-28,38.88319672131148
384,2020-04-04,41.004098360655746
385,2020-04-11,37.469262295081975
386,2020-04-18,46.65983606557378
387,2020-04-25,50.90163934426231
388,2020-05-02,45.24590163934427
389,2020-05-09,45.24590163934427
390,2020-05-16,37.469262295081975
391,2020-05-23,38.17622950819673
392,2020-05-30,42.41803278688525
393,2020-06-06,37.469262295081975
394,2020-06-13,38.88319672131148
395,2020-06-20,39.590163934426236
396,2020-06-27,41.7110655737705
397,2020-07-04,45.95286885245902
398,2020-07-11,46.65983606557378
399,2020-07-18,50.194672131147556
400,2020-07-25,41.7110655737705
401,2020-08-01,48.07377049180329
402,2020-08-08,43.12500000000001
403,2020-08-15,41.7110655737705
404,2020-08-22,38.88319672131148
405,2020-08-29,33.22745901639345
406,2020-09-05,38.17622950819673
407,2020-09-12,38.17622950819673
408,2020-09-19,28.278688524590166
409,2020-09-26,36.762295081967224
410,2020-10-03,33.22745901639345
411,2020-10-10,29.692622950819676
412,2020-10-17,31.81352459016394
413,2020-10-24,37.469262295081975
414,2020-10-31,29.692622950819676
415,2020-11-07,31.81352459016394
416,2020-11-14,33.22745901639345
417,2020-11-21,32.520491803278695
418,2020-11-28,24.743852459016395
419,2020-12-05,26.157786885245905
420,2020-12-12,28.278688524590166
421,2020-12-19,33.934426229508205
422,2020-12-26,45.24590163934427
423,2021-01-02,49.48770491803279
424,2021-01-09,45.95286885245902
425,2021-01-16,40.297131147540995
426,2021-01-23,40.297131147540995
427,2021-01-30,38.88319672131148
428,2021-02-06,36.762295081967224
429,2021-02-13,41.004098360655746
430,2021-02-20,41.7110655737705
431,2021-02-27,36.055327868852466
432,2021-03-06,38.88319672131148
433,2021-03-13,41.004098360655746
434,2021-03-20,36.762295081967224
435,2021-03-27,45.24590163934427
436,2021-04-03,33.934426229508205
437,2021-04-10,29.692622950819676
438,2021-04-17,38.88319672131148
439,2021-04-24,34.641393442622956
440,2021-05-01,40.297131147540995
441,2021-05-08,35.34836065573771
442,2021-05-15,42.41803278688525
443,2021-05-22,38.17622950819673
444,2021-05-29,26.157786885245905
445,2021-06-05,38.17622950819673
446,2021-06-12,34.641393442622956
447,2021-06-19,28.985655737704924
448,2021-06-26,33.22745901639345
449,2021-07-03,31.81352459016394
450,2021-07-10,36.055327868852466
451,2021-07-17,31.81352459016394
452,2021-07-24,30.39959016393443
453,2021-07-31,34.641393442622956
454,2021-08-07,34.641393442622956
455,2021-08-14,34.641393442622956
456,2021-08-21,29.692622950819676
457,2021-08-28,41.7110655737705
458,2021-09-04,33.934426229508205
459,2021-09-11,33.22745901639345
460,2021-09-18,28.985655737704924
461,2021-09-25,27.571721311475418
462,2021-10-02,32.520491803278695
463,2021-10-09,26.86475409836066
464,2021-10-16,28.985655737704924
465,2021-10-23,28.278688524590166
466,2021-10-30,33.934426229508205
467,2021-11-06,29.692622950819676
468,2021-11-13,33.934426229508205
469,2021-11-20,31.81352459016394
470,2021-11-27,37.469262295081975
471,2021-12-04,34.641393442622956
472,2021-12-11,28.985655737704924
473,2021-12-18,31.81352459016394
474,2021-12-25,38.17622950819673
475,2022-01-01,48.78073770491804
476,2022-01-08,54.43647540983607
477,2022-01-15,48.07377049180329
478,2022-01-22,44.53893442622952
479,2022-01-29,43.12500000000001
480,2022-02-05,46.65983606557378
481,2022-02-12,34.641393442622956
482,2022-02-19,36.762295081967224
483,2022-02-26,33.934426229508205
484,2022-03-05,29.692622950819676
485,2022-03-12,31.10655737704919
486,2022-03-19,36.762295081967224
487,2022-03-26,33.22745901639345
488,2022-04-02,39.590163934426236
489,2022-04-09,33.22745901639345
490,2022-04-16,33.22745901639345
491,2022-04-23,31.10655737704919
492,2022-04-30,28.985655737704924
493,2022-05-07,30.39959016393443
494,2022-05-14,32.520491803278695
495,2022-05-21,28.985655737704924
496,2022-05-28,24.743852459016395
497,2022-06-04,29.692622950819676
498,2022-06-11,33.934426229508205
499,2022-06-18,30.39959016393443
500,2022-06-25,26.157786885245905
501,2022-07-02,33.934426229508205
502,2022-07-09,34.641393442622956
503,2022-07-16,34.641393442622956
504,2022-07-23,33.934426229508205
505,2022-07-30,29.692622950819676
506,2022-08-06,34.641393442622956
507,2022-08-13,27.571721311475418
508,2022-08-20,30.39959016393443
509,2022-08-27,33.934426229508205
510,2022-09-03,35.34836065573771
511,2022-09-10,35.34836065573771
512,2022-09-17,30.39959016393443
513,2022-09-24,31.81352459016394
514,2022-10-01,33.934426229508205
515,2022-10-08,31.81352459016394
516,2022-10-15,31.10655737704919
517,2022-10-22,26.157786885245905
518,2022-10-29,28.985655737704924
519,2022-11-05,27.571721311475418
520,2022-11-12,34.641393442622956
521,2022-11-19,31.81352459016394
522,2022-11-26,26.86475409836066
523,2022-12-03,28.278688524590166
524,2022-12-10,25.450819672131153
525,2022-12-17,33.22745901639345
526,2022-12-24,30.39959016393443
527,2022-12-31,33.22745901639345
528,2023-01-07,33.22745901639345
529,2023-01-14,31.81352459016394
530,2023-01-21,42.41803278688525
531,2023-01-28,33.934426229508205
532,2023-02-04,37.469262295081975
533,2023-02-11,33.934426229508205
534,2023-02-18,38.88319672131148
535,2023-02-25,30.39959016393443
536,2023-03-04,33.22745901639345
537,2023-03-11,26.86475409836066
538,2023-03-18,33.934426229508205
539,2023-03-25,31.81352459016394
540,2023-04-01,32.520491803278695
541,2023-04-08,26.157786885245905
542,2023-04-15,34.641393442622956
543,2023-04-22,28.985655737704924
544,2023-04-29,32.520491803278695
545,2023-05-06,29.692622950819676
546,2023-05-13,28.278688524590166
547,2023-05-20,30.39959016393443
548,2023-05-27,28.985655737704924
549,2023-06-03,24.743852459016395
550,2023-06-10,28.278688524590166
551,2023-06-17,28.985655737704924
552,2023-06-24,31.81352459016394
553,2023-07-01,27.571721311475418
554,2023-07-08,28.278688524590166
555,2023-07-15,28.278688524590166
556,2023-07-22,28.985655737704924
557,2023-07-29,33.22745901639345
558,2023-08-05,29.692622950819676
559,2023-08-12,32.520491803278695
560,2023-08-19,33.22745901639345
561,2023-08-26,32.520491803278695
562,2023-09-02,28.278688524590166
563,2023-09-09,28.985655737704924
564,2023-09-16,31.81352459016394
565,2023-09-23,33.934426229508205
566,2023-09-30,30.39959016393443
567,2023-10-07,24.743852459016395
568,2023-10-14,27.571721311475418
569,2023-10-21,24.743852459016395
570,2023-10-28,27.571721311475418
571,2023-11-04,31.10655737704919
572,2023-11-11,26.86475409836066
573,2023-11-18,31.10655737704919
574,2023-11-25,32.520491803278695
575,2023-12-02,31.10655737704919
576,2023-12-09,32.520491803278695
577,2023-12-16,30.39959016393443
578,2023-12-23,31.10655737704919
579,2023-12-30,70.69672131147541
580,2024-01-06,69.28278688524591
581,2024-01-13,57.97131147540985
582,2024-01-20,53.02254098360657
583,2024-01-27,50.90163934426231
584,2024-02-03,43.831967213114766
585,2024-02-10,36.055327868852466
586,2024-02-17,37.469262295081975
587,2024-02-24,33.934426229508205
588,2024-03-02,32.520491803278695
589,2024-03-09,28.278688524590166
590,2024-03-16,33.22745901639345
591,2024-03-23,34.641393442622956
592,2024-03-30,37.469262295081975
593,2024-04-06,34.641393442622956
594,2024-04-13,32.520491803278695
595,2024-04-20,33.934426229508205
596,2024-04-27,29.692622950819676
597,2024-05-04,33.934426229508205
598,2024-05-11,31.81352459016394
599,2024-05-18,31.10655737704919
600,2024-05-25,31.10655737704919
