,Search Term,plant based restaurants near me
195,2020-08-22,27.0
196,2020-08-29,51.0
197,2020-09-05,39.0
198,2020-09-12,28.000000000000004
199,2020-09-19,36.0
200,2020-09-26,24.0
201,2020-10-03,42.0
202,2020-10-10,39.0
203,2020-10-17,28.999999999999996
204,2020-10-24,28.999999999999996
205,2020-10-31,0.0
206,2020-11-07,28.999999999999996
207,2020-11-14,20.0
208,2020-11-21,21.0
209,2020-11-28,26.0
210,2020-12-05,30.0
211,2020-12-12,35.0
212,2020-12-19,19.0
213,2020-12-26,38.0
214,2021-01-02,40.0
215,2021-01-09,31.0
216,2021-01-16,28.000000000000004
217,2021-01-23,27.0
218,2021-01-30,28.999999999999996
219,2021-02-06,30.0
220,2021-02-13,33.0
221,2021-02-20,55.00000000000001
222,2021-02-27,23.0
223,2021-03-06,35.0
224,2021-03-13,28.999999999999996
225,2021-03-20,25.0
226,2021-03-27,44.0
227,2021-04-03,46.0
228,2021-04-10,40.0
229,2021-04-17,51.0
230,2021-04-24,51.0
231,2021-05-01,37.0
232,2021-05-08,41.0
233,2021-05-15,38.0
234,2021-05-22,41.0
235,2021-05-29,35.0
236,2021-06-05,50.0
237,2021-06-12,43.0
238,2021-06-19,39.0
239,2021-06-26,26.0
240,2021-07-03,28.999999999999996
241,2021-07-10,38.0
242,2021-07-17,51.0
243,2021-07-24,52.0
244,2021-07-31,56.00000000000001
245,2021-08-07,43.0
246,2021-08-14,56.00000000000001
247,2021-08-21,37.0
248,2021-08-28,38.0
249,2021-09-04,42.0
250,2021-09-11,51.0
251,2021-09-18,31.0
252,2021-09-25,40.0
253,2021-10-02,33.0
254,2021-10-09,45.0
255,2021-10-16,22.0
256,2021-10-23,28.999999999999996
257,2021-10-30,47.0
258,2021-11-06,23.0
259,2021-11-13,30.0
260,2021-11-20,22.0
261,2021-11-27,23.0
262,2021-12-04,0.0
263,2021-12-11,24.0
264,2021-12-18,21.0
265,2021-12-25,47.0
266,2022-01-01,54.0
267,2022-01-08,44.0
268,2022-01-15,44.0
269,2022-01-22,24.0
270,2022-01-29,39.0
271,2022-02-05,41.0
272,2022-02-12,36.0
273,2022-02-19,28.000000000000004
274,2022-02-26,36.0
275,2022-03-05,37.0
276,2022-03-12,42.0
277,2022-03-19,36.0
278,2022-03-26,30.0
279,2022-04-02,33.0
280,2022-04-09,35.0
281,2022-04-16,36.0
282,2022-04-23,35.0
283,2022-04-30,38.0
284,2022-05-07,35.0
285,2022-05-14,24.0
286,2022-05-21,19.0
287,2022-05-28,24.0
288,2022-06-04,38.0
289,2022-06-11,37.0
290,2022-06-18,33.0
291,2022-06-25,37.0
292,2022-07-02,15.0
293,2022-07-09,43.0
294,2022-07-16,46.0
295,2022-07-23,43.0
296,2022-07-30,35.0
297,2022-08-06,31.0
298,2022-08-13,25.0
299,2022-08-20,35.0
300,2022-08-27,28.000000000000004
301,2022-09-03,20.0
302,2022-09-10,100.0
303,2022-09-17,26.0
304,2022-09-24,38.0
305,2022-10-01,30.0
306,2022-10-08,30.0
307,2022-10-15,16.0
308,2022-10-22,24.0
309,2022-10-29,0.0
310,2022-11-05,28.000000000000004
311,2022-11-12,28.000000000000004
312,2022-11-19,0.0
313,2022-11-26,20.0
314,2022-12-03,30.0
315,2022-12-10,33.0
316,2022-12-17,28.999999999999996
317,2022-12-24,24.0
318,2022-12-31,26.0
319,2023-01-07,27.0
320,2023-01-14,26.0
321,2023-01-21,28.000000000000004
322,2023-01-28,62.0
323,2023-02-04,30.0
324,2023-02-11,38.0
325,2023-02-18,25.0
326,2023-02-25,32.0
327,2023-03-04,16.0
328,2023-03-11,55.00000000000001
329,2023-03-18,35.0
330,2023-03-25,28.000000000000004
331,2023-04-01,33.0
332,2023-04-08,82.0
333,2023-04-15,36.0
334,2023-04-22,25.0
335,2023-04-29,23.0
336,2023-05-06,65.0
337,2023-05-13,26.0
338,2023-05-20,25.0
339,2023-05-27,28.000000000000004
340,2023-06-03,28.000000000000004
341,2023-06-10,64.0
342,2023-06-17,33.0
343,2023-06-24,44.0
344,2023-07-01,35.0
345,2023-07-08,82.0
346,2023-07-15,23.0
347,2023-07-22,41.0
348,2023-07-29,33.0
349,2023-08-05,35.0
350,2023-08-12,77.0
351,2023-08-19,22.0
352,2023-08-26,30.0
353,2023-09-02,20.0
354,2023-09-09,60.0
355,2023-09-16,33.0
356,2023-09-23,27.0
357,2023-09-30,26.0
358,2023-10-07,64.0
359,2023-10-14,17.0
360,2023-10-21,24.0
361,2023-10-28,26.0
362,2023-11-04,31.0
363,2023-11-11,17.0
364,2023-11-18,24.0
365,2023-11-25,20.0
366,2023-12-02,0.0
367,2023-12-09,47.0
368,2023-12-16,20.0
369,2023-12-23,0.0
370,2023-12-30,82.0
371,2024-01-06,78.0
372,2024-01-13,72.0
373,2024-01-20,31.0
374,2024-01-27,23.0
375,2024-02-03,24.0
376,2024-02-10,22.0
377,2024-02-17,27.0
378,2024-02-24,25.0
379,2024-03-02,31.0
380,2024-03-09,26.0
381,2024-03-16,36.0
382,2024-03-23,31.0
383,2024-03-30,32.0
384,2024-04-06,43.0
385,2024-04-13,16.0
386,2024-04-20,38.0
387,2024-04-27,21.0
388,2024-05-04,24.0
389,2024-05-11,37.0
390,2024-05-18,0.0
391,2024-05-25,0.0
