,Search Term,climate
0,2003-12-27,5.499482870722989
1,2004-01-03,7.159704114714835
2,2004-01-10,8.40487004770872
3,2004-01-17,7.886050908961267
4,2004-01-24,7.782287081211776
5,2004-01-31,7.989814736710758
6,2004-02-07,7.782287081211776
7,2004-02-14,7.263467942464326
8,2004-02-21,8.81992535870668
9,2004-02-28,8.50863387545821
10,2004-03-06,8.50863387545821
11,2004-03-13,7.989814736710758
12,2004-03-20,8.093578564460248
13,2004-03-27,8.40487004770872
14,2004-04-03,6.848412631466365
15,2004-04-10,7.678523253462287
16,2004-04-17,8.40487004770872
17,2004-04-24,8.301106219959228
18,2004-05-01,8.50863387545821
19,2004-05-08,8.093578564460248
20,2004-05-15,10.376382774949036
21,2004-05-22,8.093578564460248
22,2004-05-29,7.574759425712798
23,2004-06-05,7.574759425712798
24,2004-06-12,6.329593492718912
25,2004-06-19,5.914538181720951
26,2004-06-26,5.291955215224008
27,2004-07-03,5.499482870722989
28,2004-07-10,5.188191387474518
29,2004-07-17,5.188191387474518
30,2004-07-24,5.188191387474518
31,2004-07-31,5.395719042973499
32,2004-08-07,5.8107743539714605
33,2004-08-14,6.122065837219932
34,2004-08-21,5.914538181720951
35,2004-08-28,6.744648803716874
36,2004-09-04,7.263467942464326
37,2004-09-11,8.50863387545821
38,2004-09-18,7.886050908961267
39,2004-09-25,8.093578564460248
40,2004-10-02,8.6123977032077
41,2004-10-09,7.470995597963307
42,2004-10-16,7.782287081211776
43,2004-10-23,8.19734239220974
44,2004-10-30,8.093578564460248
45,2004-11-06,9.131216841955151
46,2004-11-13,9.131216841955151
47,2004-11-20,8.19734239220974
48,2004-11-27,8.40487004770872
49,2004-12-04,8.301106219959228
50,2004-12-11,7.263467942464326
51,2004-12-18,5.188191387474518
52,2004-12-25,5.603246698472479
53,2005-01-01,6.952176459215854
54,2005-01-08,8.301106219959228
55,2005-01-15,8.19734239220974
56,2005-01-22,8.6123977032077
57,2005-01-29,8.40487004770872
58,2005-02-05,8.6123977032077
59,2005-02-12,8.301106219959228
60,2005-02-19,8.81992535870668
61,2005-02-26,8.81992535870668
62,2005-03-05,8.71616153095719
63,2005-03-12,8.71616153095719
64,2005-03-19,6.744648803716874
65,2005-03-26,7.367231770213816
66,2005-04-02,7.159704114714835
67,2005-04-09,8.50863387545821
68,2005-04-16,8.50863387545821
69,2005-04-23,8.71616153095719
70,2005-04-30,8.71616153095719
71,2005-05-07,9.131216841955151
72,2005-05-14,8.71616153095719
73,2005-05-21,8.40487004770872
74,2005-05-28,8.093578564460248
75,2005-06-04,7.886050908961267
76,2005-06-11,7.678523253462287
77,2005-06-18,6.433357320468403
78,2005-06-25,5.291955215224008
79,2005-07-02,5.7070105262219695
80,2005-07-09,5.8107743539714605
81,2005-07-16,6.122065837219932
82,2005-07-23,5.084427559725028
83,2005-07-30,5.188191387474518
84,2005-08-06,5.395719042973499
85,2005-08-13,5.395719042973499
86,2005-08-20,6.018302009470441
87,2005-08-27,6.952176459215854
88,2005-09-03,7.470995597963307
89,2005-09-10,7.989814736710758
90,2005-09-17,8.71616153095719
91,2005-09-24,8.40487004770872
92,2005-10-01,9.650035980702604
93,2005-10-08,8.50863387545821
94,2005-10-15,9.546272152953113
95,2005-10-22,8.923689186456171
96,2005-10-29,8.40487004770872
97,2005-11-05,8.40487004770872
98,2005-11-12,9.027453014205662
99,2005-11-19,8.50863387545821
100,2005-11-26,8.71616153095719
101,2005-12-03,8.50863387545821
102,2005-12-10,7.574759425712798
103,2005-12-17,5.395719042973499
104,2005-12-24,4.876899904226047
105,2005-12-31,6.537121148217893
106,2006-01-07,8.50863387545821
107,2006-01-14,7.989814736710758
108,2006-01-21,7.886050908961267
109,2006-01-28,8.093578564460248
110,2006-02-04,8.093578564460248
